input, output
00121221,5944426825881110947
00121222,11722630447108339182
00122000,13557488363441939719
00122001,6530554983603564406
00122002,6282818973121908078
00122010,14144908273305566375
00122011,5634179511589382264
00122012,665628172169544491
00122020,10941258373180106224
00122021,6190808206887761968
00122022,15715618548658488496
00122100,12590686968731484767
00122101,9848695893837312000
00122102,2944929603434834539
00122110,3289223498284778053
00122111,15241065727952263008
00122112,13219999118007359154
00122120,1434093764932443881
00122121,10785579739625727533
00122122,5794043903848758193
00122200,5774382190326822471
00122201,2154417202031177227
00122202,1203818750476398343
00122210,3458581529936154941
00122211,18071979907961466682
00122212,14411504232565518658
00122220,6762354532846071469
00122221,16440118751101033764
00122222,1686688705630231467
00200000,351334678902657574
00200001,6584247440803801528
00200002,18127096454294354118
00200010,1884801149796603056
00200011,13012165618458404112
00200012,12934430865348845351
00200020,9989855268946245223
00200021,12140760334440684017
00200022,2024167069757099967
00200100,10041973217213632557
00200101,4575032908724672119
00200102,2604654909712447592
00200110,6026807197771681784
00200111,8714499613636208988
00200112,13320827932029356527
00200120,12180535236050338712
00200121,2072126394862679686
00200122,15055711765107061162
00200200,1626992091731169073
00200201,7438492969297715278
00200202,9799892873610995716
00200210,9214649748772401989
00200211,5761930376987626772
00200212,11997190165107296240
00200220,16975391457680884658
00200221,4532977613490677001
00200222,7895353533737552992
00201000,9400965283688574513
00201001,6354279904638773312
00201002,11419327995171809924
00201010,4288767775191692330
00201011,8709951694252944897
00201012,2779070089327403454
00201020,3928446620779482596
00201021,7828070424608488773
00201022,10865241009634345678
00201100,17302928567546519137
00201101,18082247691494341094
00201102,16472255683673070897
00201110,6970675046770936809
00201111,2998439122927103368
00201112,5501140282383426077
00201120,6341351901894484988
00201121,10416035490786404224
00201122,8085390834194961398
00201200,1987687808508107849
00201201,3393710968025993960
00201202,12430355439626686820
00201210,11521410287722616800
00201211,1816615456439704141
00201212,8390529925147030431
00201220,14572133609243801698
00201221,6399898409633056859
00201222,12204815483546182357
00202000,4263229894757937543
00202001,477561973153410364
00202002,18135819146965137839
00202010,18121667560783457523
00202011,1243244441951456415
00202012,4460410482731892140
00202020,9707342265000224030
00202021,10429506776548202551
00202022,7673446135022282567
00202100,10036862858786911112
00202101,12535464663499708141
00202102,5039899934867063464
00202110,16405181970275145214
00202111,9774588361039948602
00202112,1486075429686871629
00202120,12529129920126783489
00202121,6522963939225264354
00202122,3363981432807527329
00202200,872128826912521897
00202201,15106017160525002994
00202202,11183474982458732129
00202210,5724510904872371698
00202211,3750876761851561937
00202212,5956752488900849080
00202220,12484833915637721258
00202221,7414053163116411443
00202222,1218803008175171482
00210000,11729557510061519733
00210001,373020367523725570
00210002,16956173015034947545
00210010,17017495621239853279
00210011,5323743648926478319
00210012,9683520513599344699
00210020,931511944875165945
00210021,3982969196914311607
00210022,5162289883740150026
00210100,3253911053323204084
00210101,11454257668874470482
00210102,13220220750371852692
00210110,12126749279169444366
00210111,18443467329089423551
00210112,1402420317988636999
00210120,16332595470496595139
00210121,13547491103106256398
00210122,10921827616877402469
00210200,14298320734160282740
00210201,17205221912572025893
00210202,11130803165704345617
00210210,11977221408681780993
00210211,3745291939033715929
00210212,1808229187536676638
00210220,13068619874741757515
00210221,14201730447626125198
00210222,4028117944436936924
00211000,17069546212445687599
00211001,1695107565508909991
00211002,14525158349817273128
00211010,14915157799714248301
00211011,11293056671907684583
00211012,15484433182362939143
00211020,3970659831436023120
00211021,2946466499274130875
00211022,7804974596622369559
00211100,15783675906945950502
00211101,1548092611593835191
00211102,4489928441910885623
00211110,17358427603801721568
00211111,2191613414137229449
00211112,8236363755646861069
00211120,2390669263872070407
00211121,17754998942711181828
00211122,14433962131155426030
00211200,9644912712380288690
00211201,7900858573916448956
00211202,3626182171834078794
00211210,15232821488064129066
00211211,9700426579260809853
00211212,8835937717821962742
00211220,5054016166568844366
00211221,7850677086869772207
00211222,11687075262664887813
00212000,16146849730897892757
00212001,6886847367651795317
00212002,4400996487388910550
00212010,14659432271081638270
00212011,17042719675837272247
00212012,153255515512829095
00212020,60474609623057727
00212021,17829291749152214799
00212022,3550774107077769445
00212100,2079115860282347892
00212101,3153469315022834124
00212102,14473970765267138697
00212110,12489119593216874351
00212111,1242303275011625061
00212112,17627975033442666892
00212120,11455500410710414623
00212121,18062050108647463850
00212122,2452619348660227108
00212200,11869020255931338545
00212201,17748456548471796899
00212202,3844815021934731029
00212210,5335031287709724504
00212211,2291768737562839373
00212212,7902328089247150448
00212220,14799554747217505270
00212221,14333770640207827179
00212222,12700695550575387743
00220000,12447592405019142013
00220001,17815940621370682964
00220002,9375149021769360745
00220010,7892630449032687658
00220011,10648706706097521439
00220012,9733038094552424551
00220020,10279372831620940275
00220021,10669541073068622067
00220022,1216848765803568224
00220100,3894217708647640199
00220101,12033399471756963406
00220102,11516751046489096472
00220110,1321858786360319520
00220111,9282545021258314407
00220112,13176649436007272530
00220120,5205030980410761900
00220121,1295455304277913650
00220122,14149217162123399622
00220200,12864496823890018854
00220201,7157333117180868303
00220202,603593592897088709
00220210,2238492546191150922
00220211,4476029891619700388
00220212,8183734948870390703
00220220,5894574892215355124
00220221,10645420147337647452
00220222,4682477429924650298
00221000,14525785716947028292
00221001,4929560259145627609
00221002,17795019661241580537
00221010,7375397733953908132
00221011,7739793957567061503
00221012,12398351654530816435
00221020,12918626054073806108
00221021,8358395435459096510
00221022,16695352382693012641
00221100,14008401365712341382
00221101,4576701916817287156
00221102,951266695866968227
00221110,10020196950746926539
00221111,6438785001777710462
00221112,17612184941465167641
00221120,5778595864757660561
00221121,13195143835999782200
00221122,9098540110235558471
00221200,8706749650924040508
00221201,7537063389038011463
00221202,18310089750243778137
00221210,7937813233528813960
00221211,15438529875455335076
00221212,3600445124156811967
00221220,985355733585140785
00221221,4046702691497770672
00221222,8125865292765100853
00222000,3536162982636364396
00222001,10513313965079660993
00222002,6196678216128758888
00222010,15585248830206932375
00222011,11420045522069563059
00222012,16507676203376234799
00222020,14880642550028287252
00222021,15928941684224759880
00222022,13946264658241635946
00222100,6236948585423331382
00222101,1855816015462814395
00222102,16540868702796858448
00222110,987052206718245897
00222111,7080747002556603753
00222112,2307665555150871206
00222120,9481160883072638431
00222121,13494445967257674781
00222122,7431128992238669974
00222200,6839142838297759862
00222201,2287573729237299719
00222202,14771748191075496271
00222210,4403079713107718244
00222211,1663751231865591271
00222212,14325215383479171278
00222220,1265886739067457853
00222221,14041499366264924067
00222222,7981792601448235316
01000000,6229840579593576765
01000001,17806755701499470707
01000002,15365726322251534618
01000010,5719350678921487536
01000011,4734528014442789446
01000012,6166462175183744663
01000020,17108761564699555906
01000021,15206248093724010181
01000022,5949963943817661850
01000100,18185437097342957986
01000101,17746334789279169196
01000102,12458220141526863156
01000110,7540797422498159465
01000111,4775385038542288981
01000112,1044717040113100417
01000120,2571715892008921283
01000121,14781352433325535154
01000122,8479165706040872583
01000200,8738414462989579467
01000201,13134656943547380528
01000202,15489059059780419314
01000210,18181411724272198875
01000211,9972402638975267158
01000212,13970533291397861979
01000220,3557294301720291862
01000221,2907757596124564678
01000222,3331141575216792591
01001000,5280087408604753418
01001001,3153851182431547786
01001002,17082670299235609028
01001010,10081010983977574696
01001011,17986832621456120269
01001012,17856260817728740948
01001020,1377923799548676284
01001021,11311463763226887256
01001022,16673046882719226027
01001100,12898308989076133027
01001101,7618303203785197917
01001102,14329286449451926587
01001110,3538605477624746446
01001111,7847405703190875517
01001112,8590516751632475106
01001120,7897107565171749664
01001121,4243011886054211678
01001122,4387011919323067332
01001200,9160920444978726089
01001201,12886765734757787733
01001202,7610499289237364739
01001210,3296831783295726209
01001211,3273831652690902775
01001212,3964712062969782257
01001220,6269943501887891159
01001221,15770161982606892303
01001222,17778725412842342834
01002000,2424467387078343231
01002001,14027872643542005533
01002002,10845180806235886342
01002010,18246598559644792489
01002011,17099630470920240129
01002012,7948429837117771788
01002020,11335425962982923122
01002021,13134338361982065112
01002022,13782734989495731859
01002100,333508753961701285
01002101,4385865957544076005
01002102,5025140503252218461
01002110,897828293046217044
01002111,15524130615478343161
01002112,7172936972971770971
01002120,9296888850999678211
01002121,16948901344236796597
01002122,3675078179458262819
01002200,324235073729905028
01002201,5140351432778215091
01002202,6216540849210628281
01002210,12895086743399471539
01002211,4025908083279320693
01002212,6727612343122719653
01002220,4285614625808893095
01002221,7691352022044628456
01002222,12828963903717443483
01010000,17135625729044802376
01010001,1688345750327701940
01010002,16909054463111815223
01010010,6243907469853139502
01010011,5583258969086952817
01010012,16326917595225300912
01010020,3506396298745124820
01010021,14282426241992632713
01010022,1685483711397918174
01010100,11162068949284965764
01010101,5454352265681737785
01010102,17397289789572496346
01010110,14225075021983683704
01010111,11839997153580595773
01010112,6622168667701269416
01010120,14861382997491041585
01010121,16403920537844925974
01010122,5313923325134923143
01010200,14062767803945204344
01010201,15031160512061126987
01010202,4873490091739089926
01010210,1085264575621672768
01010211,12808770173487458263
01010212,12180766445675015559
01010220,9852531059659623885
01010221,2944606863256349606
01010222,5358989335977228697
01011000,13970022328656559741
01011001,11972205150398932645
01011002,5080827985462197493
01011010,4222730937953442209
01011011,17961879380408825594
01011012,7785005242260483558
01011020,14426974241018887437
01011021,17492439030777484517
01011022,377700885401814498
01011100,9182299702836975913
01011101,6041902105282661740
01011102,3466897898853853637
01011110,1231606871166858
01011111,26484745228401779
01011112,9650294887160161392
01011120,1023377446428500558
01011121,6334172703547889449
01011122,4853734371189410372
01011200,3918143056962853297
01011201,14759530874983483200
01011202,9228516304659307301
01011210,9111062803844388024
01011211,12247641560204814918
01011212,6150245837805180331
01011220,12865518347393278764
01011221,1408591731797202552
01011222,17733156804617698355
01012000,1590070647707321810
01012001,11418956230603001622
01012002,8696850501539947069
01012010,5931362665552410770
01012011,2921407461439426156
01012012,13899915676874589372
01012020,3344294945425768583
01012021,4829966540538783946
01012022,16280386950664702554
01012100,5583344854774440972
01012101,8122997408551060678
01012102,8570113733687299052
01012110,5447643879046312457
01012111,15072455230720948624
01012112,2987538456117153207
01012120,15739260919437121056
01012121,12693240195889380629
01012122,2649063150784378868
01012200,10857060392551167535
01012201,13792620066803077405
01012202,13461932257743801561
01012210,11084081106631458177
01012211,4233661098139320176
01012212,14495987355899506374
01012220,15156917120924328668
01012221,6163043650803321491
01012222,12054395534435907902
01020000,681459887808513913
01020001,18226192454355845392
01020002,7721463163380543933
01020010,12144364274426195754
01020011,11177727116729337272
01020012,16632321508320303019
01020020,12026512826802915755
01020021,17279290784680533304
01020022,11211150737694069924
01020100,5207583520873132948
01020101,705899350534160775
01020102,7531813061535238533
01020110,16074038689049671855
01020111,18014960077734717143
01020112,1926915890242107812
01020120,4328762242462271584
01020121,9209470059283504669
01020122,15566172904325612237
01020200,11473527252089073532
01020201,1089738272583369918
01020202,3157814833845126054
01020210,13260223368187015928
01020211,2729950922560505034
01020212,16435902093477072720
01020220,3362176836092070274
01020221,8750592295005095790
01020222,17287614000655413451
01021000,1663887657320987967
01021001,2008280239139369484
01021002,623935351128467940
01021010,16709752477980883097
01021011,18144265872844256093
01021012,6664645063985036081
01021020,12886776288273378288
01021021,6377078317161152733
01021022,346705651358485586
01021100,2194508081887417569
01021101,13566836969737889988
01021102,2144664305195245113
01021110,787444925462849052
01021111,7209712894818545644
01021112,15382655690393428794
01021120,2676939082370467883
01021121,16177697829432762883
01021122,15211715893314532283
01021200,8247952346701049126
01021201,18080218525542730131
01021202,8174138617360729930
01021210,18128403703964132101
01021211,11922096117082588626
01021212,10948229716516736341
01021220,3704086751590159834
01021221,11426016578883321145
01021222,3108869045879624191
01022000,15771280530588191955
01022001,11338928845924003475
01022002,17284673039786929273
01022010,7495188318807682225
01022011,11649319249887451171
01022012,9928231559495011076
01022020,15632855072351225437
01022021,1211749945003426794
01022022,6347869880418924431
01022100,7124917127529779037
01022101,17553009358339603022
01022102,15261031474670195538
01022110,12510625590343320823
01022111,16637398933503569345
01022112,13725112103250308070
01022120,8583911438456195105
01022121,5497786438016698559
01022122,11386749302174902005
01022200,6875886339132862959
01022201,9099896476823652972
01022202,12083945596302685953
01022210,7529677072942239452
01022211,16669413622253748373
01022212,11387950773682560912
01022220,11168556899486279104
01022221,7229129317838328802
01022222,4021400174690352862
01100000,169335591668673037
01100001,13686557859447330581
01100002,7431064623542663484
01100010,3372777589014860218
01100011,15919470350103724884
01100012,12730099156127268377
01100020,536147526074140868
01100021,1716340323947990697
01100022,15277784650950768730
01100100,7213385659190722333
01100101,12190878153119637868
01100102,18106591177326160517
01100110,5197314176799831500
01100111,545298560128208023
01100112,11183753876957274620
01100120,17712523855302535318
01100121,13637649123670290230
01100122,9765293785827764580
01100200,11511170091520089650
01100201,5533938104056777723
01100202,18145316817964189652
01100210,6186198751185704506
01100211,12565560852495123065
01100212,18030722718103717977
01100220,4514432461544459923
01100221,5503214008900907579
01100222,12871527406720675293
01101000,10989869304133213400
01101001,10502951229176923917
01101002,16643296782165288153
01101010,2483801870245867071
01101011,5318101202357717086
01101012,4774214636388136637
01101020,5447873151048756508
01101021,12218581271543864671
01101022,7350913827195417898
01101100,1928408586823365010
01101101,11542482671480164977
01101102,6442848626219336662
01101110,17360440059988942103
01101111,13808944566937692656
01101112,13824494664709174528
01101120,6994780855076427563
01101121,17341018941297059715
01101122,15176699760013853202
01101200,10155888327390079872
01101201,5233233801068852487
01101202,1810608475455369091
01101210,11487715229453027666
01101211,12973117401051019562
01101212,14313440552797463093
01101220,16360230755177220377
01101221,8289992934889746359
01101222,9876532131950128162
01102000,8810683233229072575
01102001,13724733804939451224
01102002,3688051248860871639
01102010,11086262967417103435
01102011,11116158508562394100
01102012,2871574482570905807
01102020,9062672948457278069
01102021,120454800798104409
01102022,4368653294771399822
01102100,3856459387383267635
01102101,1766962207364741520
01102102,9476517478372864457
01102110,3548124390368799989
01102111,11225630576169877930
01102112,16243115384216606453
01102120,14128551389511497498
01102121,4528782139415044388
01102122,12955366081617781536
01102200,18349400154667621317
01102201,16768232327999526549
01102202,722922923056203985
01102210,3975711522992948518
01102211,13994500932668154092
01102212,4801635220384053921
01102220,2079007564892584495
01102221,778322941907938774
01102222,4226815488497857389
01110000,8626220821192773448
01110001,14272651806616646862
01110002,1507013093068394459
01110010,11595597063294736227
01110011,12430692710539870431
01110012,15659003525932044647
01110020,465578686086042258
01110021,1422217065411347696
01110022,17212099474114450131
01110100,169325913741113339
01110101,3499317714764160809
01110102,418217901873429110
01110110,8667840808231084007
01110111,4699494461018711179
01110112,14880999359665146257
01110120,14426336103369573816
01110121,4472605238072396740
01110122,1504568168189546869
01110200,15092119533353575975
01110201,14235952653343689670
01110202,10971256007860951902
01110210,13740155270519442060
01110211,10374519535295887804
01110212,8929837658490329095
01110220,16842931703916952961
01110221,1833662062216211981
01110222,17464536868260615182
01111000,1135098757076078848
01111001,13669367067122441863
01111002,7339661459640122106
01111010,16211989595135744086
01111011,18242524492990188322
01111012,4766124139965181700
01111020,14898579155516837815
01111021,16431684784334758332
01111022,9189097248852346252
01111100,10254990676540928643
01111101,517745728851777246
01111102,12311682267459802137
01111110,6613950508309564484
01111111,3494646558062452078
01111112,13155622535385334593
01111120,3259557441298834706
01111121,7323101358227852279
01111122,17731235280085803134
01111200,538109901088919390
01111201,17868598911980806461
01111202,16436775117163538758
01111210,2232528150204861124
01111211,15009473487046738208
01111212,2993650625865523787
01111220,17989294237445142617
01111221,9166085677758416300
01111222,1904811116065615767
01112000,16979335351334160640
01112001,13610574439398670631
01112002,9708729976884141155
01112010,7314369220564844638
01112011,9322406661806890996
01112012,13872777562589502983
01112020,2613382313064113096
01112021,3920897930591680973
01112022,7210315157572518508
01112100,12463576970879553417
01112101,5313677050633338497
01112102,14356998696290961803
01112110,6231541839311182680
01112111,16010780854616395808
01112112,541831739869421381
01112120,12318100865572897906
01112121,13733464733580813625
01112122,7687609072243157084
01112200,12358146843730057698
01112201,8080760226381317301
01112202,2185486735520747727
01112210,16805106524311474116
01112211,4136684073028039462
01112212,18389611301835570004
01112220,16549608589936569344
01112221,13649274680719836942
01112222,3992833662733575999
01120000,15159190986476011256
01120001,4137498523862201557
01120002,9159432078394176739
01120010,1487253063550406472
01120011,4775578815529518479
01120012,10944585735236221465
01120020,1601532471608039828
01120021,8638097090752782225
01120022,10347598991328841692
01120100,7007079134753353495
01120101,11228659937853889182
01120102,10789781709981873323
01120110,4297306412235164464
01120111,1473558711156907227
01120112,12968811611445817713
01120120,4080818612070175998
01120121,8502813160464438842
01120122,17788453656956373886
01120200,3530648879125415093
01120201,2620058506994893558
01120202,15973620610774261739
01120210,13536540728917919412
01120211,13529755979897557384
01120212,7644957926513617630
01120220,2114054141676914655
01120221,15357804958110354556
01120222,6801964644622884507
01121000,12164565052134018468
01121001,11204584554572019902
01121002,14987195131131968342
01121010,11076683802997098958
01121011,10476199820970722483
01121012,8922923568928270251
01121020,12239497568084284261
01121021,4565818667845839889
01121022,1332829170789575550
01121100,10337636905122589306
