input, output
00010102,9369923251031435801
00010110,675647888605252640
00010111,10368987244162747079
00010112,10769818007335418882
00010120,12613999855874728257
00010121,16421634383970469307
00010122,4466291080049158278
00010200,17599099754242908099
00010201,8599066122448297458
00010202,3862674691324837225
00010210,12875622141958796955
00010211,8924424373205490190
00010212,1678058729497188257
00010220,6760830003205773876
00010221,13312361454104212665
00010222,7040412065247924517
00011000,10352168467558697008
00011001,2539118755064129082
00011002,16906204007847280422
00011010,3948846450965443421
00011011,17767208152440071481
00011012,16265530920097022232
00011020,5772557625819886975
00011021,3549947292031634152
00011022,17346147435457124870
00011100,4913544939082621382
00011101,6073469186843999571
00011102,368920528115732539
00011110,7246395603194522939
00011111,8786209597535797022
00011112,7064123122929566412
00011120,17518129960007248488
00011121,16253613145198628063
00011122,957527443374491011
00011200,17913020450018115064
00011201,8458765613136531771
00011202,9555393457183378708
00011210,11377784343443560210
00011211,5463630991861712230
00011212,7970459893611144471
00011220,7303070585038587167
00011221,13774226069584599021
00011222,3640185862476776897
00012000,4784124014429076849
00012001,5520353457877792569
00012002,3944459028611137832
00012010,11943465237468392946
00012011,11995106088747273852
00012012,9276248303256400118
00012020,12156185482172313535
00012021,4215386710138774415
00012022,575208055594014413
00012100,3525679699128809524
00012101,6345444766282853023
00012102,13639306270201042198
00012110,11533337243969345876
00012111,6549589202590288214
00012112,12150981154402395614
00012120,12834449686911646407
00012121,194650949028051108
00012122,13009108126398813361
00012200,14494060341106712730
00012201,15657749938326125011
00012202,4962681466356454599
00012210,4237298982173759258
00012211,9748557992964920984
00012212,2419626296589595541
00012220,1237812284375115936
00012221,3904834582608461558
00012222,771652606604288445
00020000,1677938215768093876
00020001,9584745155237463057
00020002,8074303800360682951
00020010,5137071672531429977
00020011,16727310626112093915
00020012,6948494936984746755
00020020,17752680421682573796
00020021,13611176925701351692
00020022,17541353709625028162
00020100,1698848070166100127
00020101,3596779846574717732
00020102,14864252831185016627
00020110,13201938558568678254
00020111,10979697676050424829
00020112,3037490121654581312
00020120,15723152072478360568
00020121,5805105336198808012
00020122,651642074262130453
00020200,1752750112553632649
00020201,6951388309900364742
00020202,17104065635237095788
00020210,4260398519833606254
00020211,11180945900506552852
00020212,8226480469504632457
00020220,17386731140984166732
00020221,7256007371930637178
00020222,8838178550674732625
00021000,14866318736358403543
00021001,31791933885491153
00021002,2551714762668838821
00021010,4492899019639513973
00021011,8995874054531522450
00021012,8377773231943691307
00021020,17348690745316623070
00021021,13675224037509392261
00021022,357333623315715201
00021100,6599891443390933559
00021101,6334295518360247026
00021102,6475513811331688830
00021110,3544393183767058927
00021111,4640633730379808557
00021112,9244213865077083225
00021120,231142065774437375
00021121,13959501991449897872
00021122,15512002255657078373
00021200,6132362729898224702
00021201,13563725298080423172
00021202,6680907663258268997
00021210,4837908685436735498
00021211,3696198532049298962
00021212,18070722010606844869
00021220,688245539182284371
00021221,12520455519815660550
00021222,12077176919896886896
00022000,2558896448554323873
00022001,16309923239451009750
00022002,10741652477228149013
00022010,9863440612801681160
00022011,14259609190306828745
00022012,1596598353329026640
00022020,11453142622585984281
00022021,16600975977589749817
00022022,13913562166114854902
00022100,4289389927420179760
00022101,7824874536330429975
00022102,15628817351864046295
00022110,13452986696660121367
00022111,15243187894251879315
00022112,18273332025401426622
00022120,16832102714867749970
00022121,2131726596430209142
00022122,11287187719714845581
00022200,5730564252567455854
00022201,6760191450739067322
00022202,2282510926955835987
00022210,1745463988208778880
00022211,5877031281309449802
00022212,7046448665660723204
00022220,12705030313985934769
00022221,15342916561252922618
00022222,793331230176163821
00100000,10185174027077294944
00100001,14861344329332062869
00100002,9481185214768372301
00100010,470414048282936452
00100011,15591479720934540965
00100012,13207478074591253182
00100020,194796934001251868
00100021,9488048796758156757
00100022,10210369413251156553
00100100,1449016108474419340
00100101,1155257525164324400
00100102,2884577393652085888
00100110,11576954698533139091
00100111,16463907894915248438
00100112,18154120726799372424
00100120,14999438482179377863
00100121,7434978474434674360
00100122,5730324743668202148
00100200,1095496913548588353
00100201,10947323488472470086
00100202,13280800485475184248
00100210,8898374292183071518
00100211,12238744294838438647
00100212,13740784530581915498
00100220,8971941717702112251
00100221,7685540041749882286
00100222,14021641827394041845
00101000,2775538713896455645
00101001,9632759172161821260
00101002,14857315671196997418
00101010,9841617056578434808
00101011,4057562719849430264
00101012,13968544623394611795
00101020,24732790631042660
00101021,9811939120019491383
00101022,13458410633737858128
00101100,13617376794182046492
00101101,7343731933768757791
00101102,13721558854418746375
00101110,13278533784276284725
00101111,2496204247310457003
00101112,18082420750746450879
00101120,9058966434112821114
00101121,11699395383038661129
00101122,5465852119045236192
00101200,463226647169395543
00101201,11116873334772808800
00101202,3293305294455138793
00101210,9003548940855511060
00101211,18231130622875506007
00101212,7755575610523199185
00101220,7891053366862652582
00101221,16873438801906157903
00101222,11816567792004558249
00102000,9870865925153270416
00102001,4491836474639228997
00102002,9203886609592882043
00102010,12062683533634582781
00102011,18399106528131176517
00102012,7636626510704100178
00102020,5785419714047095751
00102021,14433700889172396757
00102022,8280141474194730917
00102100,8389737579774346984
00102101,17684018977333198643
00102102,8776389034135127869
00102110,11160623608764294929
00102111,10221827601588393639
00102112,4743449398203649348
00102120,3078022855697540469
00102121,17908855217575481169
00102122,17927234468683153212
00102200,9520459514181346339
00102201,12127602980692152360
00102202,8924974720941962458
00102210,8154279413194071754
00102211,15439520644549828157
00102212,2392999887005086305
00102220,9872910773603362959
00102221,17157596576205650654
00102222,3412819929910849567
00110000,11914158794178977857
00110001,11824863415996172628
00110002,3527646953598007807
00110010,4566102498378438175
00110011,6678870205776800889
00110012,8995849269903460027
00110020,8064193761506625191
00110021,8795708833826220282
00110022,15588355097598206174
00110100,673505626273660213
00110101,413833211894322090
00110102,4270603672698638499
00110110,2193327107428547978
00110111,8218492896577559157
00110112,6256841215591857148
00110120,17202061789733842899
00110121,3901882411751084958
00110122,14236664559614290764
00110200,1189007992151237640
00110201,2124754437597291739
00110202,16168977767131776611
00110210,471976394716777762
00110211,11533871612792279708
00110212,5956321973701907187
00110220,9318595006654584486
00110221,12162910068958680443
00110222,13101498154790446203
00111000,10672488306865435668
00111001,17268744735411775889
00111002,14909300173975669434
00111010,10806840818881577045
00111011,8215017316877647481
00111012,15527527256236001957
00111020,12564357506484697398
00111021,12047427010419807349
00111022,11421873230585135091
00111100,870602468018081359
00111101,13743515305017336959
00111102,12034166189458399539
00111110,10137773348592648042
00111111,11450168938178076716
00111112,7295123288269323890
00111120,13677928485751376985
00111121,12250918067007921835
00111122,10741206329232265032
00111200,9045613749496142007
00111201,4213939912259627834
00111202,7231238227757592570
00111210,10615426029558521694
00111211,3809939464423940568
00111212,680296173621463151
00111220,10569479825829276114
00111221,605865106627938763
00111222,6751696126754296232
00112000,9854660733220635002
00112001,9638863901675813480
00112002,15740385274745130357
00112010,4241060370350443940
00112011,17615296611312193532
00112012,962032417874123103
00112020,15153660849363891742
00112021,9785323932615513242
00112022,317796570456049317
00112100,5894854767340679553
00112101,917990738845820904
00112102,4897553901309310921
00112110,13549416580734376127
00112111,17156846417671234152
00112112,8126663247416380748
00112120,15495228940989985886
00112121,6294848063782180421
00112122,6841237508248380231
00112200,413400020069966300
00112201,18149588185610830521
00112202,16689369623673702866
00112210,5687202596666914249
00112211,13048121540585584117
00112212,13268756560897864311
00112220,7738208508031167320
00112221,14644174100696874841
00112222,12197500620241321593
00120000,3036728928648094320
00120001,17972704845203825909
00120002,8000501742083241066
00120010,3656961612063475082
00120011,5200847331738734903
00120012,8452814270508679055
00120020,10488601053268170268
00120021,14961351962075445807
00120022,9453182678302493566
00120100,4520644329798856010
00120101,5489648093414557696
00120102,2491935828336551964
00120110,5435556329251161483
00120111,2109822965683622817
00120112,18047816098814446598
00120120,14373651888687661794
00120121,600203993836331758
00120122,10650276910157737462
00120200,15093252529491589384
00120201,7733832304624550102
00120202,13406500050225278779
00120210,9652454749873329397
00120211,2036459261495985855
00120212,3528810020880789564
00120220,16201940247778550696
00120221,3300833892132634124
00120222,3660758977129388031
00121000,16554047579869260244
00121001,1426254974190679816
00121002,10789165622191531985
00121010,3294558790360871849
00121011,15041333544097582279
00121012,7654911435505590259
00121020,7102110330339715661
00121021,4630009291505006494
00121022,11134566744093345323
00121100,11429826104396529413
00121101,15782467307415059296
00121102,5834793107262258410
00121110,5240580390138281951
00121111,10575456641576353218
00121112,14932155225893039554
00121120,17872790065391256990
00121121,4965466477160257218
00121122,13242210722649165667
00121200,12044450063331774888
00121201,2721501572011749408
00121202,3069097403924978110
00121210,5279974558664099596
00121211,10673210289771502061
00121212,5955141608929154526
00121220,12209208108118004494
00121221,12502317247828440669
00121222,6724113626601212434
00122000,4889255710267611897
00122001,11916189090105987210
00122002,12163925100587643538
00122010,4301835800403985241
00122011,12812564562120169352
00122012,17781115901540007125
00122020,7505485700529445392
00122021,12255935866821789648
00122022,2731125525051063120
00122100,5856057104978066849
00122101,8598048179872239616
00122102,15501814470274717077
00122110,15157520575424773563
00122111,3205678345757288608
00122112,5226744955702192462
00122120,17012650308777107735
00122121,7661164334083824083
00122122,12652700169860793423
00122200,12672361883382729145
00122201,16292326871678374389
00122202,17242925323233153273
00122210,14988162543773396675
00122211,374764165748084934
00122212,4035239841144032958
00122220,11684389540863480147
00122221,2006625322608517852
00122222,16760055368079320149
00200000,18095409394806894043
00200001,11862496632905750089
00200002,319647619415197499
00200010,16561942923912948561
00200011,5434578455251147505
00200012,5512313208360706266
00200020,8456888804763306394
00200021,6305983739268867600
00200022,16422577003952451650
00200100,8404770856495919060
00200101,13871711164984879498
00200102,15842089163997104025
00200110,12419936875937869833
00200111,9732244460073342629
00200112,5125916141680195090
00200120,6266208837659212905
00200121,16374617678846871931
00200122,3391032308602490455
00200200,16819751981978382544
00200201,11008251104411836339
00200202,8646851200098555901
00200210,9232094324937149628
00200211,12684813696721924845
00200212,6449553908602255377
00200220,1471352616028666959
00200221,13913766460218874616
00200222,10551390539971998625
00201000,9045778790020977104
00201001,12092464169070778305
00201002,7027416078537741693
00201010,14157976298517859287
00201011,9736792379456606720
00201012,15667673984382148163
00201020,14518297452930069021
00201021,10618673649101062844
00201022,7581503064075205939
00201100,1143815506163032480
00201101,364496382215210523
00201102,1974488390036480720
00201110,11476069026938614808
00201111,15448304950782448249
00201112,12945603791326125540
00201120,12105392171815066629
00201121,8030708582923147393
00201122,10361353239514590219
00201200,16459056265201443768
00201201,15053033105683557657
00201202,6016388634082864797
00201210,6925333785986934817
00201211,16630128617269847476
00201212,10056214148562521186
00201220,3874610464465749919
00201221,12046845664076494758
00201222,6241928590163369260
00202000,14183514178951614074
00202001,17969182100556141253
00202002,310924926744413778
00202010,325076512926094094
00202011,17203499631758095202
00202012,13986333590977659477
00202020,8739401808709327587
00202021,8017237297161349066
00202022,10773297938687269050
00202100,8409881214922640505
00202101,5911279410209843476
00202102,13406844138842488153
00202110,2041562103434406403
00202111,8672155712669603015
00202112,16960668644022679988
00202120,5917614153582768128
00202121,11923780134484287263
00202122,15082762640902024288
00202200,17574615246797029720
00202201,3340726913184548623
00202202,7263269091250819488
00202210,12722233168837179919
00202211,14695867311857989680
00202212,12489991584808702537
00202220,5961910158071830359
00202221,11032690910593140174
00202222,17227941065534380135
00210000,6717186563648031884
00210001,18073723706185826047
00210002,1490571058674604072
00210010,1429248452469698338
00210011,13123000424783073298
00210012,8763223560110206918
00210020,17515232128834385672
00210021,14463774876795240010
00210022,13284454189969401591
00210100,15192833020386347533
00210101,6992486404835081135
00210102,5226523323337698925
00210110,6319994794540107251
00210111,3276744620128066
00210112,17044323755720914618
00210120,2114148603212956478
00210121,4899252970603295219
00210122,7524916456832149148
00210200,4148423339549268877
00210201,1241522161137525724
00210202,7315940908005206000
00210210,6469522665027770624
00210211,14701452134675835688
00210212,16638514886172874979
00210220,5378124198967794102
00210221,4245013626083426419
00210222,14418626129272614693
00211000,1377197861263864018
00211001,16751636508200641626
00211002,3921585723892278489
00211010,3531586273995303316
00211011,7153687401801867034
00211012,2962310891346612474
00211020,14476084242273528497
00211021,15500277574435420742
00211022,10641769477087182058
00211100,2663068166763601115
00211101,16898651462115716426
00211102,13956815631798665994
00211110,1088316469907830049
00211111,16255130659572322168
00211112,10210380318062690548
00211120,16056074809837481210
00211121,691745130998369789
00211122,4012781942554125587
00211200,8801831361329262927
00211201,10545885499793102661
00211202,14820561901875472823
00211210,3213922585645422551
00211211,8746317494448741764
00211212,9610806355887588875
00211220,13392727907140707251
00211221,10596066986839779410
00211222,6759668811044663804
00212000,2299894342811658860
00212001,11559896706057756300
00212002,14045747586320641067
00212010,3787311802627913347
00212011,1404024397872279370
00212012,18293488558196722522
00212020,18386269464086493890
00212021,617452324557336818
00212022,14895969966631782172
00212100,16367628213427203725
00212101,15293274758686717493
00212102,3972773308442412920
00212110,5957624480492677266
00212111,17204440798697926556
00212112,818769040266884725
00212120,6991243662999136994
00212121,384693965062087767
00212122,15994124725049324509
00212200,6577723817778213072
00212201,698287525237754718
00212202,14601929051774820588
00212210,13111712785999827113
00212211,16154975336146712244
00212212,10544415984462401169
00212220,3647189326492046347
00212221,4112973433501724438
00212222,5746048523134163874
00220000,5999151668690409604
00220001,630803452338868653
00220002,9071595051940190872
00220010,10554113624676863959
00220011,7798037367612030178
00220012,8713705979157127066
00220020,8167371242088611342
00220021,7777203000640929550
00220022,17229895307905983393
00220100,14552526365061911418
00220101,6413344601952588211
00220102,6929993027220455145
00220110,17124885287349232097
00220111,9164199052451237210
00220112,5270094637702279087
00220120,13241713093298789717
00220121,17151288769431637967
00220122,4297526911586151995
00220200,5582247249819532763
00220201,11289410956528683314
00220202,17843150480812462908
00220210,16208251527518400695
00220211,13970714182089851229
00220212,10263009124839160914
00220220,12552169181494196493
00220221,7801323926371904165
00220222,13764266643784901319
00221000,3920958356762523325
00221001,13517183814563924008
00221002,651724412467971080
00221010,11071346339755643485
00221011,10706950116142490114
00221012,6048392419178735182
00221020,5528118019635745509
00221021,10088348638250455107
00221022,1751391691016538976
00221100,4438342707997210235
00221101,13870042156892264461
00221102,17495477377842583390
00221110,8426547122962625078
00221111,12007959071931841155
00221112,834559132244383976
00221120,12668148208951891056
00221121,5251600237709769417
00221122,9348203963473993146
00221200,9739994422785511109
00221201,10909680684671540154
00221202,136654323465773480
00221210,10508930840180737657
00221211,3008214198254216541
00221212,14846298949552739650
00221220,17461388340124410832
00221221,14400041382211780945
00221222,10320878780944450764
00222000,14910581091073187221
00222001,7933430108629890624
00222002,12250065857580792729
00222010,2861495243502619242
00222011,7026698551639988558
00222012,1939067870333316818
00222020,3566101523681264365
00222021,2517802389484791737
00222022,4500479415467915671
00222100,12209795488286220235
00222101,16590928058246737222
00222102,1905875370912693169
00222110,17459691866991305720
00222111,11365997071152947864
00222112,16139078518558680411
00222120,8965583190636913186
00222121,4952298106451876836
00222122,11015615081470881643
00222200,11607601235411791755
00222201,16159170344472251898
00222202,3674995882634055346
00222210,14043664360601833373
00222211,16782992841843960346
00222212,4121528690230380339
00222220,17180857334642093764
00222221,4405244707444627550
00222222,10464951472261316301
01000000,12216903494115974851
01000001,639988372210080909
01000002,3081017751458016998
01000010,12727393394788064080
01000011,13712216059266762170
01000012,12280281898525806953
01000020,1337982509009995710
01000021,3240495979985541435
01000022,12496780129891889766
01000100,261306976366593630
01000101,700409284430382420
01000102,5988523932182688460
01000110,10905946651211392151
01000111,13671359035167262635
01000112,17402027033596451199
01000120,15875028181700630333
01000121,3665391640384016462
01000122,9967578367668679033
01000200,9708329610719972149
01000201,5312087130162171088
01000202,2957685013929132302
01000210,265332349437352741
01000211,8474341434734284458
01000212,4476210782311689637
01000220,14889449771989259754
01000221,15538986477584986938
01000222,15115602498492759025
01001000,13166656665104798198
01001001,15292892891278003830
01001002,1364073774473942588
01001010,8365733089731976920
01001011,459911452253431347
01001012,590483255980810668
01001020,17068820274160875332
01001021,7135280310482664360
01001022,1773697190990325589
01001100,5548435084633418589
01001101,10828440869924353699
01001102,4117457624257625029
01001110,14908138596084805170
01001111,10599338370518676099
01001112,9856227322077076510
01001120,10549636508537801952
01001121,14203732187655339938
01001122,14059732154386484284
01001200,9285823628730825527
01001201,5559978338951763883
01001202,10836244784472186877
01001210,15149912290413825407
01001211,15172912421018648841
01001212,14482032010739769359
01001220,12176800571821660457
01001221,2676582091102659313
01001222,668018660867208782
01002000,16022276686631208385
01002001,4418871430167546083
01002002,7601563267473665274
01002010,200145514064759127
01002011,1347113602789311487
01002012,10498314236591779828
01002020,7111318110726628494
01002021,5312405711727486504
01002022,4664009084213819757
01002100,18113235319747850331
01002101,14060878116165475611
01002102,13421603570457333155
01002110,17548915780663334572
01002111,2922613458231208455
01002112,11273807100737780645
01002120,9149855222709873405
01002121,1497842729472755019
01002122,14771665894251288797
01002200,18122508999979646588
01002201,13306392640931336525
01002202,12230203224498923335
01002210,5551657330310080077
01002211,14420835990430230923
01002212,11719131730586831963
01002220,14161129447900658521
01002221,10755392051664923160
01002222,5617780169992108133
01010000,1311118344664749240
01010001,16758398323381849676
01010002,1537689610597736393
01010010,12202836603856412114
01010011,12863485104622598799
01010012,2119826478484250704
01010020,14940347774964426796
01010021,4164317831716918903
01010022,16761260362311633442
01010100,7284675124424585852
01010101,12992391808027813831
01010102,1049454284137055270
01010110,4221669051725867912
01010111,6606746920128955843
01010112,11824575406008282200
01010120,3585361076218510031
01010121,2042823535864625642
01010122,13132820748574628473
01010200,4383976269764347272
01010201,3415583561648424629
01010202,13573253981970461690
01010210,17361479498087878848
01010211,5637973900222093353
01010212,6265977628034536057
01010220,8594213014049927731
01010221,15502137210453202010
01010222,13087754737732322919
01011000,4476721745052991875
01011001,6474538923310618971
01011002,13365916088247354123
01011010,14224013135756109407
01011011,484864693300726022
01011012,10661738831449068058
01011020,4019769832690664179
01011021,954305042932067099
01011022,18069043188307737118
01011100,9264444370872575703
01011101,12404841968426889876
01011102,14979846174855697979
01011110,18445512466838384758
01011111,18420259328481149837
01011112,8796449186549390224
01011120,17423366627281051058
01011121,12112571370161662167
01011122,13593009702520141244
01011200,14528601016746698319
01011201,3687213198726068416
01011202,9218227769050244315
01011210,9335681269865163592
01011211,6199102513504736698
01011212,12296498235904371285
01011220,5581225726316272852
01011221,17038152341912349064
01011222,713587269091853261
01012000,16856673426002229806
01012001,7027787843106549994
01012002,9749893572169604547
01012010,12515381408157140846
01012011,15525336612270125460
01012012,4546828396834962244
01012020,15102449128283783033
01012021,13616777533170767670
01012022,2166357123044849062
01012100,12863399218935110644
01012101,10323746665158490938
01012102,9876630340022252564
01012110,12999100194663239159
01012111,3374288842988602992
01012112,15459205617592398409
01012120,2707483154272430560
01012121,5753503877820170987
01012122,15797680922925172748
01012200,7589683681158384081
01012201,4654124006906474211
01012202,4984811815965750055
01012210,7362662967078093439
01012211,14213082975570231440
01012212,3950756717810045242
01012220,3289826952785222948
01012221,12283700422906230125
01012222,6392348539273643714
01020000,17765284185901037703
01020001,220551619353706224
01020002,10725280910329007683
01020010,6302379799283355862
01020011,7269016956980214344
01020012,1814422565389248597
01020020,6420231246906635861
01020021,1167453289029018312
01020022,7235593336015481692
01020100,13239160552836418668
01020101,17740844723175390841
01020102,10914931012174313083
01020110,2372705384659879761
01020111,431783995974834473
01020112,16519828183467443804
01020120,14117981831247280032
01020121,9237274014426046947
01020122,2880571169383939379
01020200,6973216821620478084
01020201,17357005801126181698
01020202,15288929239864425562
01020210,5186520705522535688
01020211,15716793151149046582
01020212,2010841980232478896
01020220,15084567237617481342
01020221,9696151778704455826
01020222,1159130073054138165
01021000,16782856416388563649
01021001,16438463834570182132
01021002,17822808722581083676
01021010,1736991595728668519
01021011,302478200865295523
01021012,11782099009724515535
01021020,5559967785436173328
01021021,12069665756548398883
01021022,18100038422351066030
01021100,16252235991822134047
01021101,4879907103971661628
01021102,16302079768514306503
01021110,17659299148246702564
01021111,11237031178891005972
01021112,3064088383316122822
01021120,15769804991339083733
01021121,2269046244276788733
01021122,3235028180395019333
01021200,10198791727008502490
01021201,366525548166821485
01021202,10272605456348821686
01021210,318340369745419515
01021211,6524647956626962990
01021212,7498514357192815275
01021220,14742657322119391782
01021221,7020727494826230471
01021222,15337875027829927425
01022000,2675463543121359661
01022001,7107815227785548141
01022002,1162071033922622343
01022010,10951555754901869391
01022011,6797424823822100445
01022012,8518512514214540540
01022020,2813889001358326179
01022021,17234994128706124822
01022022,12098874193290627185
01022100,11321826946179772579
01022101,893734715369948594
01022102,3185712599039356078
01022110,5936118483366230793
01022111,1809345140205982271
01022112,4721631970459243546
01022120,9862832635253356511
01022121,12948957635692853057
01022122,7059994771534649611
01022200,11570857734576688657
01022201,9346847596885898644
01022202,6362798477406865663
01022210,10917067000767312164
01022211,1777330451455803243
01022212,7058793300026990704
01022220,7278187174223272512
01022221,11217614755871222814
01022222,14425343899019198754
01100000,18277408482040878579
01100001,4760186214262221035
01100002,11015679450166888132
01100010,15073966484694691398
01100011,2527273723605826732
01100012,5716644917582283239
01100020,17910596547635410748
01100021,16730403749761560919
01100022,3168959422758782886
01100100,11233358414518829283
01100101,6255865920589913748
01100102,340152896383391099
01100110,13249429896909720116
01100111,17901445513581343593
01100112,7262990196752276996
01100120,734220218407016298
01100121,4809094950039261386
01100122,8681450287881787036
01100200,6935573982189461966
01100201,12912805969652773893
01100202,301427255745361964
01100210,12260545322523847110
01100211,5881183221214428551
01100212,416021355605833639
01100220,13932311612165091693
01100221,12943530064808644037
01100222,5575216666988876323
01101000,7456874769576338216
01101001,7943792844532627699
01101002,1803447291544263463
01101010,15962942203463684545
01101011,13128642871351834530
01101012,13672529437321414979
01101020,12998870922660795108
01101021,6228162802165686945
01101022,11095830246514133718
01101100,16518335486886186606
01101101,6904261402229386639
01101102,12003895447490214954
01101110,1086304013720609513
01101111,4637799506771858960
01101112,4622249409000377088
01101120,11451963218633124053
01101121,1105725132412491901
01101122,3270044313695698414
01101200,8290855746319471744
01101201,13213510272640699129
01101202,16636135598254182525
01101210,6959028844256523950
01101211,5473626672658532054
01101212,4133303520912088523
01101220,2086513318532331239
01101221,10156751138819805257
01101222,8570211941759423454
01102000,9636060840480479041
01102001,4722010268770100392
01102002,14758692824848679977
01102010,7360481106292448181
01102011,7330585565147157516
01102012,15575169591138645809
01102020,9384071125252273547
01102021,18326289272911447207
01102022,14078090778938151794
01102100,14590284686326283981
01102101,16679781866344810096
01102102,8970226595336687159
01102110,14898619683340751627
01102111,7221113497539673686
01102112,2203628689492945163
01102120,4318192684198054118
01102121,13917961934294507228
01102122,5491377992091770080
01102200,97343919041930299
01102201,1678511745710025067
01102202,17723821150653347631
01102210,14471032550716603098
01102211,4452243141041397524
01102212,13645108853325497695
01102220,16367736508816967121
01102221,17668421131801612842
01102222,14219928585211694227
01110000,9820523252516778168
01110001,4174092267092904754
01110002,16939730980641157157
01110010,6851147010414815389
01110011,6016051363169681185
01110012,2787740547777506969
01110020,17981165387623509358
01110021,17024527008298203920
01110022,1234644599595101485
01110100,18277418159968438277
01110101,14947426358945390807
01110102,18028526171836122506
01110110,9778903265478467609
01110111,13747249612690840437
01110112,3565744714044405359
01110120,4020407970339977800
01110121,13974138835637154876
01110122,16942175905520004747
01110200,3354624540355975641
01110201,4210791420365861946
01110202,7475488065848599714
01110210,4706588803190109556
01110211,8072224538413663812
01110212,9516906415219222521
01110220,1603812369792598655
01110221,16613082011493339635
01110222,982207205448936434
01111000,17311645316633472768
01111001,4777377006587109753
01111002,11107082614069429510
01111010,2234754478573807530
01111011,204219580719363294
01111012,13680619933744369916
01111020,3548164918192713801
01111021,2015059289374793284
01111022,9257646824857205364
01111100,8191753397168622973
01111101,17928998344857774370
01111102,6135061806249749479
01111110,11832793565399987132
01111111,14952097515647099538
01111112,5291121538324217023
01111120,15187186632410716910
01111121,11123642715481699337
01111122,715508793623748482
01111200,17908634172620632226
01111201,578145161728745155
01111202,2009968956546012858
01111210,16214215923504690492
01111211,3437270586662813408
01111212,15453093447844027829
01111220,457449836264408999
01111221,9280658395951135316
01111222,16541932957643935849
01112000,1467408722375390976
01112001,4836169634310880985
01112002,8738014096825410461
01112010,11132374853144706978
01112011,9124337411902660620
01112012,4573966511120048633
01112020,15833361760645438520
01112021,14525846143117870643
01112022,11236428916137033108
01112100,5983167102829998199
01112101,13133067023076213119
01112102,4089745377418589813
01112110,12215202234398368936
01112111,2435963219093155808
01112112,17904912333840130235
01112120,6128643208136653710
01112121,4713279340128737991
01112122,10759135001466394532
01112200,6088597229979493918
01112201,10365983847328234315
01112202,16261257338188803889
01112210,1641637549398077500
01112211,14310060000681512154
01112212,57132771873981612
01112220,1897135483772982272
01112221,4797469392989714674
01112222,14453910410975975617
01120000,3287553087233540360
01120001,14309245549847350059
01120002,9287311995315374877
01120010,16959491010159145144
01120011,13671165258180033137
01120012,7502158338473330151
01120020,16845211602101511788
01120021,9808646982956769391
01120022,8099145082380709924
01120100,11439664938956198121
01120101,7218084135855662434
01120102,7656962363727678293
01120110,14149437661474387152
01120111,16973185362552644389
01120112,5477932462263733903
01120120,14365925461639375618
01120121,9943930913245112774
01120122,658290416753177730
01120200,14916095194584136523
01120201,15826685566714658058
01120202,2473123462935289877
01120210,4910203344791632204
01120211,4916988093811994232
01120212,10801786147195933986
01120220,16332689932032636961
01120221,3088939115599197060
01120222,11644779429086667109
01121000,6282179021575533148
01121001,7242159519137531714
01121002,3459548942577583274
01121010,7370060270712452658
01121011,7970544252738829133
01121012,9523820504781281365
01121020,6207246505625267355
01121021,13880925405863711727
01121022,17113914902919976066
01121100,8109107168586962310
01121101,5842390756282119951
