input, output
00012021,15384898526153747037
00012022,14605731706331989635
00012100,13255857341103192895
00012101,17758095001513787283
00012102,16886815894009923240
00012110,15335733502594628906
00012111,2720479901621064105
00012112,6852454993657622003
00012120,15456707114491963220
00012121,9524087653876058599
00012122,5680626213079864164
00012200,1464293657685527391
00012201,565604560808469025
00012202,12393057539281428639
00012210,822929130487924619
00012211,15602082627189124168
00012212,2958503765008654253
00012220,14246768208617462001
00012221,17050230792344521589
00012222,2128707644771807749
00020000,5347345371596063620
00020001,18398636936632243308
00020002,6077873259532659945
00020010,8417067656174598262
00020011,9628876651645863383
00020012,14454464445058391805
00020020,1124394541018059264
00020021,2598115327412588490
00020022,13736290082676009452
00020100,6397515726888772619
00020101,15113402690532900881
00020102,13366983601704496386
00020110,16492633218073321222
00020111,4558453447222596913
00020112,3906247655222118743
00020120,4315325738001018371
00020121,11818418138877003876
00020122,8572979732645693795
00020200,4756169802575806726
00020201,10202793727147871944
00020202,2946172190174487678
00020210,201394926206535682
00020211,2754787942728876194
00020212,18359702578529179527
00020220,17191710322420030660
00020221,5106317287114623854
00020222,8200808003067968506
00021000,17112136708737290594
00021001,15598194757716244604
00021002,13981134249446776052
00021010,14762310121619105104
00021011,7203470224284816590
00021012,17062354486066072117
00021020,3119900279503019326
00021021,17380773544515925218
00021022,17379468712032722882
00021100,6702371362301154813
00021101,13995284088435520106
00021102,1755493275620010523
00021110,12605596324360850426
00021111,16658558097638495882
00021112,2884683586195024681
00021120,16117520973010000853
00021121,3765685534956476286
00021122,4167224139348327293
00021200,16942491632774595403
00021201,4604457094427070192
00021202,13759927636572950908
00021210,18074027447208488511
00021211,12790504099403247187
00021212,8763215653188589654
00021220,18060422290901512669
00021221,16744036604408376688
00021222,6796772148116844321
00022000,16583131935445762089
00022001,2376390526110720874
00022002,11245406012560978182
00022010,11340582757439759093
00022011,12165869135282493426
00022012,3927281518889049532
00022020,4260531760453102804
00022021,8484873616612392037
00022022,4645172459335982101
00022100,3723347261857752392
00022101,1695990793671390774
00022102,9062392130404237062
00022110,3494559232523627546
00022111,353238951205629862
00022112,706107868891440715
00022120,10729235249035299999
00022121,8921841489269283113
00022122,6556867996286884114
00022200,2178552929326687634
00022201,2383333950223682256
00022202,14250327373737635336
00022210,4376457938681912690
00022211,262138028157167188
00022212,16359190608349910398
00022220,9133372398970044992
00022221,15231646597655290870
00022222,15788060568840996828
00100000,314744704096340280
00100001,5656746759015811901
00100002,5441674119672007796
00100010,5097314618074310845
00100011,10337373110208103751
00100012,15068724876106170872
00100020,12652732388122070069
00100021,3780491461525368054
00100022,8006411299942876873
00100100,17824315593071128422
00100101,7738827612360460877
00100102,2905224641836378260
00100110,2103154210678511499
00100111,6482314367925214028
00100112,18059013265381690541
00100120,18082855533068601755
00100121,17233594692084140679
00100122,16128197420739876120
00100200,1031295774376217174
00100201,3257542985100017227
00100202,3579408574322214037
00100210,6077511566788096888
00100211,15614588489113870629
00100212,9943979617362202980
00100220,6611456972770119471
00100221,11781136012781706634
00100222,14169936940240171563
00101000,17475648327007883390
00101001,16457730861764332508
00101002,7972635440119878085
00101010,11714584494609763011
00101011,15518500101294834173
00101012,886963229656493532
00101020,439835960826823379
00101021,5336321277971327020
00101022,855567688848362142
00101100,2530313031714272120
00101101,18038902222999088108
00101102,17081759110049874411
00101110,14330669497164586841
00101111,10246204349744162845
00101112,597433089596991593
00101120,3939523686054700593
00101121,13861540790895092998
00101122,7300125681738087958
00101200,2277165688450370610
00101201,14233910783380659852
00101202,8865128665023838342
00101210,9754879432932961329
00101211,1772083965654241046
00101212,10735329062244439207
00101220,12825621535719284023
00101221,17861112174176294492
00101222,3050658604741646154
00102000,7317270995822774744
00102001,8086499989376778600
00102002,2482767376565312353
00102010,11919279931684868258
00102011,17884376168602303156
00102012,3736720403007240587
00102020,8226815391883346995
00102021,18162341478661115281
00102022,16134546289755669604
00102100,8755399749007637954
00102101,7979187295122173043
00102102,4730689293202588535
00102110,2027202177495373470
00102111,17425420364209146943
00102112,16663045899366049666
00102120,17503725520589095240
00102121,9399490684978757250
00102122,15882869158484330845
00102200,4623058959177639676
00102201,14521078923496850653
00102202,17336286843645188041
00102210,21197323098810752
00102211,7659418804064485735
00102212,9522563143941542450
00102220,7541093678295762635
00102221,10898758663969069717
00102222,5538876843179202707
00110000,11117719701350180229
00110001,1296354702664870558
00110002,6027950444344397460
00110010,11694706255146264766
00110011,3182398398716768720
00110012,16110294252339870495
00110020,14288507885603510128
00110021,16863150657637071104
00110022,3158374316146249037
00110100,1003060388178909624
00110101,17054285297927106868
00110102,13217911240255418334
00110110,6238958215567198240
00110111,15381205391447621876
00110112,11608788827967316658
00110120,13658641499196636916
00110121,13422749986867630133
00110122,6151702036065533403
00110200,4297502953684302860
00110201,1869707678780295266
00110202,17983611836266094609
00110210,9675776730411535039
00110211,8388854565558956717
00110212,9004089689059549933
00110220,14846610014342399687
00110221,4041966153502874583
00110222,15657914573992645632
00111000,3907231696005279179
00111001,9057915845807037650
00111002,9454083510437290979
00111010,15506069694328703138
00111011,13158263081556897520
00111012,9532452181466243455
00111020,1641400534225873134
00111021,4866750431778583438
00111022,6440756319666098523
00111100,14007170495009253978
00111101,2193553954291652033
00111102,12623727314376255728
00111110,1604988084812436941
00111111,17203596567789544857
00111112,3542241996550979003
00111120,33195805125792566
00111121,1484157086849699194
00111122,3099000067652618352
00111200,9548341313261895882
00111201,3787718834266989619
00111202,9902322578676219091
00111210,13377733996539040382
00111211,15892269470825703078
00111212,5685694937907229773
00111220,5312690807785046011
00111221,17037613458699550097
00111222,13695968310133771105
00112000,1919257932546089078
00112001,2509132097971759073
00112002,18019409751238674780
00112010,7312267460974257725
00112011,7268836245681969810
00112012,13664479054147127174
00112020,5852817307822711421
00112021,18029062615838436812
00112022,3612174596055139389
00112100,5155811948863880002
00112101,13972438466415609627
00112102,1579304862372268604
00112110,16195649677241720033
00112111,4344406914950130282
00112112,2066494285714350957
00112120,6186628849088419600
00112121,3142005578090195077
00112122,11191078345755168527
00112200,846383034362069148
00112201,4702274025033710230
00112202,11452617690740858475
00112210,8199818865932233653
00112211,4069190541969311647
00112212,15061830876464931834
00112220,6779767336011047251
00112221,7321198903600064541
00112222,1117130596878540369
00120000,7340676834252178575
00120001,17460494994759073120
00120002,6781418820030981111
00120010,10980931532023101733
00120011,14354701486460990350
00120012,12573973687986593815
00120020,10042988916949996654
00120021,2558812878269423003
00120022,15839294115906818810
00120100,17829187789020347817
00120101,14255255673085432897
00120102,11188360962248375430
00120110,1172620954813345653
00120111,13108528488809203303
00120112,16285852737552296653
00120120,13195273204891686174
00120121,8999600559146839959
00120122,15342845993964174222
00120200,6682003233897272297
00120201,15635224980002289625
00120202,5090495954008947472
00120210,2501082101392320160
00120211,6249275531083379832
00120212,16414728283335284491
00120220,1607385363806584137
00120221,9012808908772276513
00120222,1704269465392527183
00121000,128225913631252146
00121001,6329693497617541367
00121002,1694462325000311586
00121010,6134068222901104538
00121011,7865987431600402421
00121012,1733413600149531308
00121020,10795574883274509605
00121021,16408507538599311394
00121022,15579832662714935568
00121100,7302282840834400255
00121101,8911405203337466628
00121102,14300544318879463440
00121110,16811561974166292225
00121111,191437244634348505
00121112,10084392683473574148
00121120,14478285749608139405
00121121,4488886411530867816
00121122,14440071476079924813
00121200,11532665665724577467
00121201,6335049897912764787
00121202,16032784597129660949
00121210,10490385562652083417
00121211,16466178343486216183
00121212,16567458689288394506
00121220,16399780244629588083
00121221,3611334953507670422
00121222,13327974265547497263
00122000,9112697706279418988
00122001,17974466616962739935
00122002,17569497949997713968
00122010,11993688377519318158
00122011,5939411878869599779
00122012,10493480241601047434
00122020,1330685655988536038
00122021,16531233121330408457
00122022,9354118938571752493
00122100,17603183593376287448
00122101,14022890005823967665
00122102,15328848377598744704
00122110,16394545252404193355
00122111,14807436019455539485
00122112,9514972978276282140
00122120,634052281959244207
00122121,8403705340472312588
00122122,303482710261435000
00122200,6800577416646780258
00122201,11272153071547694552
00122202,2473942497216084529
00122210,5393411026967358685
00122211,17200586363726939279
00122212,7675150604264584977
00122220,6249594593327048449
00122221,16529767276183700249
00122222,9496262081566098482
00200000,9764643807863124062
00200001,9425946146870456432
00200002,18028102213638813621
00200010,6899329926527853440
00200011,8093287561205108279
00200012,3469226046744018727
00200020,11469357739018884513
00200021,8027721033310049986
00200022,7398588515651966146
00200100,6550556344756731015
00200101,2545122729242521583
00200102,3612336214014738431
00200110,7800829380932408203
00200111,14802873042642400864
00200112,10961585576304033631
00200120,11998716854165635311
00200121,11599430091406647416
00200122,8748614295324660526
00200200,10313317020025695323
00200201,8933016335086992940
00200202,12345762204165998143
00200210,5065583298322674449
00200211,8775438765295500646
00200212,11049386695491568189
00200220,10781538176508650471
00200221,8650161965769419952
00200222,286958913838950334
00201000,11593199248538994450
00201001,56459899812312259
00201002,5461851744780265484
00201010,7988340101952451039
00201011,14610053867268642225
00201012,9806640841378032874
00201020,190138119996144732
00201021,15845453837663038424
00201022,2919661699166067867
00201100,8605614762628222465
00201101,13295380903244150583
00201102,10799157561938742649
00201110,14338819986994769651
00201111,15265239646151032267
00201112,4383733307285148209
00201120,14138648081777500800
00201121,6876194399517307441
00201122,9195239032905381842
00201200,12889377071110048181
00201201,14761225059035127048
00201202,5466390222826890358
00201210,9563710453796186383
00201211,3603315542994887781
00201212,12892864297692160239
00201220,4048022014856538872
00201221,2054890279968991577
00201222,7707320866139796061
00202000,4348545850721397200
00202001,5385110211700225025
00202002,4302942184745016668
00202010,17549536978746278168
00202011,3911536681332219589
00202012,4357654047141091752
00202020,2358131099781811434
00202021,7634825042483050606
00202022,3344435500243181388
00202100,4051051004694927740
00202101,13688848669655815026
00202102,17256645179922528392
00202110,12634521821444489584
00202111,10166085484214374271
00202112,9517109076034097117
00202120,16621322641270073378
00202121,17858623493060031858
00202122,15617328278759850587
00202200,4759435437386883139
00202201,11996644744550417297
00202202,16113064567272289793
00202210,8015778634155684109
00202211,6215151015166829846
00202212,11320532707949824074
00202220,11732661887065341831
00202221,4324835950461402841
00202222,8563442310504913557
00210000,15116978629090049979
00210001,5674026911033521005
00210002,1039917672460081216
00210010,17560846890204175489
00210011,4115800796653312286
00210012,16153362785490069159
00210020,13910137234571206158
00210021,11926506513488300690
00210022,8726757388905241085
00210100,14507116242384849739
00210101,16428273238206239891
00210102,2296566366507374908
00210110,11905659727030362473
00210111,1681875508666983438
00210112,14947366253098899027
00210120,17696091031338377414
00210121,14929071782201881508
00210122,4161100790703090920
00210200,1413926964570454012
00210201,2022855436022719648
00210202,9668213521051893713
00210210,11943789084995770221
00210211,3874632447851950
00210212,10093637990481270390
00210220,721905266102159600
00210221,10965793083507289344
00210222,1434426794946140251
00211000,1379663505726790799
00211001,14106561464568746173
00211002,11792989267867823458
00211010,1392934448576356513
00211011,9850814720469150012
00211012,17136256536872374
00211020,8735821361697140556
00211021,7827499610145120663
00211022,15382382986276246327
00211100,723091528241095178
00211101,7582817922555434040
00211102,3123897918551531134
00211110,3003153790755810518
00211111,8772521966835139252
00211112,17474300629484122765
00211120,7984085205691769502
00211121,1864436398266553862
00211122,17512048322555451794
00211200,6375065711641849652
00211201,13345390746769931363
00211202,17156658470458736526
00211210,5591244343404711251
00211211,17113775716986905656
00211212,5658514782429818136
00211220,14198227746699378240
00211221,10145795295517277463
00211222,6979027383665755822
00212000,927680119347648185
00212001,4913031887394819126
00212002,15260613252919556103
00212010,5202526964914000486
00212011,16672782465963635562
00212012,5737283804368730085
00212020,15621273921667025379
00212021,17406149183472403185
00212022,7029221749246333666
00212100,12946402102437238573
00212101,715377951118944677
00212102,12634048884944422504
00212110,12828233078626602241
00212111,304547728616489828
00212112,17969266306930507374
00212120,5659131113838368454
00212121,11335265658538242615
00212122,16049964713809686078
00212200,16086464269781587947
00212201,6900581053491611786
00212202,12254940946740886613
00212210,5831384711526696178
00212211,4145911195013677500
00212212,18159260240486330914
00212220,715643157806592490
00212221,3457197033635150951
00212222,1540262338253415234
00220000,774307749343192216
00220001,16112442868801653222
00220002,1971639388962486360
00220010,9979690834703251494
00220011,1229284699629846772
00220012,10602591415356248247
00220020,6878776637032710114
00220021,1752109378878090227
00220022,4388546464027274902
00220100,8949346615685067442
00220101,9154834559334451739
00220102,3990444686088250085
00220110,2107818101489967687
00220111,6445897183804445368
00220112,12777017657018214826
00220120,11158259362507350895
00220121,10902287834882615506
00220122,1049504688303925439
00220200,13211321986109018206
00220201,6601935376128895432
00220202,17523251601865906364
00220210,5175710230811601278
00220211,18282641888893465469
00220212,17856394324804241145
00220220,4892221609412435776
00220221,10495800832688277566
00220222,16875918792103875508
00221000,6518101985953165983
00221001,14614422870261177292
00221002,8637938492136370003
00221010,8408502319286877194
00221011,15089714202074366480
00221012,15571068093591268597
00221020,17038532921849282039
00221021,4099883490419117495
00221022,12407225433176213544
00221100,11387906609360984692
00221101,9433317518501092212
00221102,5746591385514395008
00221110,6309985436778923236
00221111,1628877230388267030
00221112,12362044327014466238
00221120,8155665594024566730
00221121,7594575241888997815
00221122,4932070612846941971
00221200,10022844260157922204
00221201,9181386058685376889
00221202,2237738506603849879
00221210,5296864970200992902
00221211,9520443290533026598
00221212,13716459214558372286
00221220,10613298633507908454
00221221,5944317322223764505
00221222,6160279928712072629
00222000,4936394521165528538
00222001,1585165773100550946
00222002,7185411621571288438
00222010,10320265730511393528
00222011,16967790369863616327
00222012,8443281929738136035
00222020,17435780602006795096
00222021,9898548508489620042
00222022,12710518677708459003
00222100,7349967270725564412
00222101,16312921581099901950
00222102,13816337463206038113
00222110,10238975219254125582
00222111,13984407941357692089
00222112,8553401321253127473
00222120,11518929668388225336
00222121,8950556155996005235
00222122,349079736042504855
00222200,14259847044041712597
00222201,5604157304107477531
00222202,16103957877832666771
00222210,11247655750813327971
00222211,17762373904761028179
00222212,8835538964508290244
00222220,9974196365293250734
00222221,2971314081105066498
00222222,14516787019305793231
01000000,2862319849054304337
01000001,8848088204267432121
01000002,1500722079470699508
01000010,3997992237751638909
01000011,7408301531933145551
01000012,12998327071105585427
01000020,6957322062823288041
01000021,7208065044404028289
01000022,15955504686400468161
01000100,2743268343293184207
01000101,4345402470231683330
01000102,7801135164764497005
01000110,1501181091607530082
01000111,4045315172973458791
01000112,7238727135307452781
01000120,7830592084641994264
01000121,5005456703323991233
01000122,12288090070374368267
01000200,14559166204231617870
01000201,8279449748031432352
01000202,3552017178225108140
01000210,14809966326427798903
01000211,16196464451319412098
01000212,2664275547775812604
01000220,14832048658849849627
01000221,6984607013921396652
01000222,1928195149357873183
01001000,12490626851658672159
01001001,15468130540703496593
01001002,6524849663817074218
01001010,6037302768926865074
01001011,15456081788278361478
01001012,14174000540367389356
01001020,5596516141455548676
01001021,18391470169852356061
01001022,17578634695741334732
01001100,8889246375992235413
01001101,14290510778846329344
01001102,11324133355553326550
01001110,13457918526364363410
01001111,7906950694416862014
01001112,17030026609842869624
01001120,12354913735189028814
01001121,4286994293784669212
01001122,12206438116883437349
01001200,8976385842853800104
01001201,17147109928193342561
01001202,7662170411011947499
01001210,3443033052721297006
01001211,7388246459658336673
01001212,10978014665778249146
01001220,400682096826967731
01001221,15802413981723299485
01001222,238634926091651190
01002000,8340198216677196600
01002001,1496322953161055804
01002002,9237928953454540881
01002010,10166041122008520553
01002011,7888597589487169116
01002012,2536635687645760154
01002020,11040324746378922730
01002021,1156978185088834021
01002022,5986889850498347791
01002100,4953296054086520458
01002101,9649204389563493208
01002102,946599713402987676
01002110,13673288306050896011
01002111,7141966420121196316
01002112,7278831174914169110
01002120,6606552756725746566
01002121,4912821546646035389
01002122,6856606566025564015
01002200,6955600989403394486
01002201,13134973227264189987
01002202,11766116103163906544
01002210,11297384040777188143
01002211,11223689872070604235
01002212,12154082392055860713
01002220,12005575177568758627
01002221,9384717864770990275
01002222,13072393407509468898
01010000,17681300422640511093
01010001,17128501741485531848
01010002,11244580214129303003
01010010,8272163162447114160
01010011,13858514728504568430
01010012,15630860968746262515
01010020,9035915074372224869
01010021,15048417821776938378
01010022,14021198227746465915
01010100,6713734680026735040
01010101,16590667982165586686
01010102,6466516823172346230
01010110,1161923168249614597
01010111,9101896590632210259
01010112,15517156754299823690
01010120,396803072906837358
01010121,4771323723662321796
01010122,14935948897629600507
01010200,11427112490148055846
01010201,17816217001934284946
01010202,1302407180617915402
01010210,12933889755762878337
01010211,6119758056114318026
01010212,5372048602097814490
01010220,4888810050662085704
01010221,999399584180928092
01010222,4900427696767495497
01011000,1330218187419642366
01011001,3683407588605495398
01011002,13359108625359788377
01011010,2713016858876834941
01011011,12625988740002890152
01011012,7722190711875783092
01011020,2124229087720625871
01011021,8259954745154713056
01011022,9150827149226369864
01011100,9625342704597033841
01011101,3143979978088115158
01011102,3247598473751447693
01011110,15543813890898827189
01011111,935734302630524789
01011112,14367826567105533869
01011120,14020721135601555570
01011121,17220176382433038974
01011122,2675966785025150912
01011200,5870317269867853431
01011201,8447516209478264412
01011202,17796294351041502739
01011210,16585629060241925984
01011211,13266902857615008142
01011212,477504734878166607
01011220,18144381691482011002
01011221,12320244975047620444
01011222,5440614463665598116
01012000,12496487046504832657
01012001,14997558069652845620
01012002,7644244009407898418
01012010,5481043844670181051
01012011,3471634008684673114
01012012,845609473639043195
01012020,6150438598460178373
01012021,7646136250367114461
01012022,3785104719062589027
01012100,12586468054562432533
01012101,7284920332931505474
01012102,18199018091021019619
01012110,6667037884613065920
01012111,8647729079085598143
01012112,16829551187170300914
01012120,16565994326083305869
01012121,2193205197537819138
01012122,14437872701053315015
01012200,1148689681771936486
01012201,1968369184249709953
01012202,2856835000809072996
01012210,4724937783163230608
01012211,9535421931402127262
01012212,18121491472854804932
01012220,146705688528304297
01012221,14547964619506349747
01012222,1599385909832075683
01020000,11993089588598249035
01020001,13614481602150745560
01020002,9571042559382138578
01020010,18182953988385574783
01020011,13326014287469604356
01020012,1915886345334715600
01020020,17137123556753591921
01020021,3254254995550440078
01020022,4614679104529035352
01020100,7120766529828421401
01020101,14035682953951747813
01020102,5119504896761250706
01020110,4485906444602776377
01020111,13643555499477699250
01020112,17577022722988092280
01020120,10749610069525913855
01020121,2417543145375554961
01020122,67990723814855442
01020200,17746200558889412514
01020201,5363931408669214384
01020202,6401989089856199020
01020210,17131716618162850337
01020211,10542217572224641394
01020212,9834272330345665006
01020220,6287549051151319419
01020221,13753182623584346368
01020222,8413427210283352814
01021000,5713483183042905738
01021001,11104441898781069396
01021002,8395636863722920676
01021010,14007920225386698166
01021011,1637711651918654237
01021012,11983650536584820334
01021020,11672885807067348313
01021021,10949004889779707965
01021022,14478865623700562444
01021100,11030889608386444454
01021101,11417426451149922991
01021102,9544867472885773576
01021110,13069154333517156765
01021111,11057107177063710033
01021112,10143286333111823404
01021120,15274609104957034705
01021121,13537044482773600489
01021122,16102428445917133356
01021200,4412377077767746978
01021201,6035693596941510449
01021202,17298932580928002105
01021210,14407164119702956661
01021211,9835375023745937985
01021212,16226267000362302517
01021220,8063309872509025188
01021221,18189577861945923573
01021222,18182934965896961402
01022000,13796282160238898015
01022001,3931735347608464615
01022002,5765426930615153811
01022010,3653196454384673177
01022011,4879495700065000527
01022012,2650968281125628067
01022020,9163516163923401797
01022021,1999300590900300871
01022022,11904369411742521114
01022100,8852341857019697480
01022101,2700341988303954984
01022102,16722453605064390099
01022110,6623784210285833960
01022111,4607385083910613001
01022112,16947842424639630131
01022120,7141817356694749295
01022121,312709247867764411
01022122,6426171671506042628
01022200,4983560556789387720
01022201,3121421572300184622
01022202,4530468383474388587
01022210,17798721234567103261
01022211,15849097839865669852
01022212,5320168659710004087
01022220,5873826042136510719
01022221,18239907196907720106
01022222,5441188130173797134
01100000,12215023836146106220
01100001,10753412131640072933
01100002,6424366011739295154
01100010,4020772584296180746
01100011,139235452313583771
01100012,7037553791617597163
01100020,1253422485462308708
01100021,6698529240568853163
01100022,16410631696136099524
01100100,1660303275511521455
01100101,2288156593252746695
01100102,1261248078631557601
01100110,5840203791598697356
01100111,14034819489761573463
01100112,5895531314004072068
01100120,15045031860087243922
01100121,5278364894164222796
01100122,17652557729672053531
01100200,18094926512881031326
01100201,3930422461640505033
01100202,4672954881359105638
01100210,15449814799866306538
01100211,1292071122393368440
01100212,6801514717722093758
01100220,1149834597705548444
01100221,11973891451572677497
01100222,15427814304730886166
01101000,3346298617542981073
01101001,326215102748247410
01101002,14252117902907610444
01101010,7433589726341896777
01101011,11529222109736721616
01101012,3411922222309455461
01101020,11512476909016170451
01101021,10568059780822027617
01101022,9391440015819355749
01101100,11601198595128796859
01101101,311244435982339773
01101102,10500200657841691632
01101110,13577689780123909590
01101111,9024711752866645710
01101112,4524616031243887552
01101120,14087376511178036686
01101121,4755764947638967334
01101122,671893701535860477
01101200,2266366336289408666
01101201,5474451781848834848
01101202,7325166082552698130
01101210,17501242477481993538
01101211,4646045144026622911
01101212,14918571515202018410
01101220,2507486756573917930
01101221,9736038885795924616
01101222,14014225833882994129
01102000,13814253546317747764
01102001,11797184503380416567
01102002,16816169371461256019
01102010,15312180484629635154
01102011,2164676202716695144
01102012,2551115079866294256
01102020,4364451007625771186
01102021,3135569998111956992
01102022,9910705546620815498
01102100,4827856897249569397
01102101,1453722322419541746
01102102,85196315753508909
01102110,5790012465331789422
01102111,16975913892889462889
01102112,16927011011504731648
01102120,14233801910265645183
01102121,12875475784304669134
01102122,3742456449459420047
01102200,1322711790084152035
01102201,3055378822291403205
01102202,14641451449340845859
01102210,12339303152072774355
01102211,3292237112518921838
01102212,7861151130511022587
01102220,3921907980755841979
01102221,9578830439789194053
01102222,15708683837375070927
01110000,5531671405050707016
01110001,12398089081504871395
01110002,16351611958154426627
01110010,5890650771960229197
01110011,10110410482691473787
01110012,10915594662507044851
01110020,9221952265408729495
01110021,1382410148866569857
01110022,6351350906809153430
01110100,12646322920276873137
01110101,17478606507238368416
01110102,2131815017331036807
01110110,9510915676287161209
01110111,869448490094534983
01110112,7783968849409777903
01110120,4266714108816415956
01110121,5774672338833912314
01110122,6490285581651287647
01110200,3992450618675674808
01110201,10548481825162364286
01110202,10728763487583681529
01110210,10282787553793970215
01110211,10108402253224794008
01110212,8949955208477030307
01110220,5099297937117033218
01110221,5113775600296429565
01110222,11170640756042667416
01111000,14710269693437147086
01111001,4524896629476919543
01111002,15488474188509049342
01111010,8953035082936521349
01111011,6017992624931431213
01111012,15999733570475243360
01111020,1934094714619855630
01111021,12936184935494717893
01111022,8534135297737247840
01111100,14900413194232306153
01111101,13539925941507687276
01111102,7538885593772104279
01111110,14901147569987269288
01111111,13868672296542344640
01111112,1921048812010074978
01111120,8262985094228362163
01111121,17763053156159132144
01111122,9889671294571386120
01111200,2813523666102246819
01111201,4102647474884365237
01111202,11166473809801421725
01111210,13150350064164579907
01111211,16407841791684685218
01111212,11450208863319670402
01111220,10012153333792542024
01111221,291749668244782206
01111222,3070089882910531846
01112000,7952112942483082976
01112001,14887768970239002607
01112002,6130224642462603640
01112010,2170748638929252766
01112011,18228698303257739012
01112012,17346785766923847236
01112020,9531043548347660643
01112021,10386188081594031255
01112022,1308630470252194393
01112100,4934759815650932500
01112101,13855513966316457794
01112102,701496342393437865
01112110,1390701589620285444
01112111,6031923714999792389
01112112,5691576577574270719
01112120,10947976726478905822
01112121,1083166539124306318
01112122,10794374268716062647
01112200,4647445928533472091
01112201,7216158894024472271
01112202,14633777410181849549
01112210,13210111376376311099
01112211,2463070577404898875
01112212,4032484949548373608
01112220,13670997023410716939
01112221,16687508427675362796
01112222,8361373342952447199
01120000,776882926536997822
01120001,15703598895664499836
01120002,13772660679795065796
01120010,17838361463494915189
01120011,16330736622370349941
01120012,10384329080270223493
01120020,3294443021752564435
01120021,15734277441011471922
01120022,10305690693837078081
01120100,18042825148709308238
01120101,6163240574596248224
01120102,9955428240247839086
01120110,583309263872794662
01120111,1009622406979142515
01120112,822151030985236250
01120120,8996481744652666942
01120121,10405102691627582565
01120122,12769537747140423299
01120200,17028348871285968216
01120201,1014068829198580271
01120202,9671597649981262942
01120210,17900644769082594953
01120211,10786229005517036886
01120212,17603619410826244873
01120220,8805948855121003018
01120221,912092470793010722
01120222,5862907851226506136
01121000,6583104497898379396
01121001,13150296720292237444
01121002,6273637356838008731
01121010,14526559514557530603
01121011,1597325437724095298
01121012,7889763561635575868
01121020,5004461673654371960
01121021,6407611752149359680
01121022,10696169890546853592
01121100,3975251451625595303
