input, output
00012020,4792489298536846688
00012021,3061845547555804579
00012022,3841012367377561981
00012100,5190886732606358721
00012101,688649072195764333
00012102,1559928179699628376
00012110,3111010571114922710
00012111,15726264172088487511
00012112,11594289080051929613
00012120,2990036959217588396
00012121,8922656419833493017
00012122,12766117860629687452
00012200,16982450416024024225
00012201,17881139512901082591
00012202,6053686534428122977
00012210,17623814943221626997
00012211,2844661446520427448
00012212,15488240308700897363
00012220,4199975865092089615
00012221,1396513281365030027
00012222,16318036428937743867
00020000,13099398702113487997
00020001,48107137077308309
00020002,12368870814176891672
00020010,10029676417534953355
00020011,8817867422063688234
00020012,3992279628651159812
00020020,17322349532691492353
00020021,15848628746296963127
00020022,4710453991033542165
00020100,12049228346820778998
00020101,3333341383176650736
00020102,5079760472005055231
00020110,1954110855636230395
00020111,13888290626486954704
00020112,14540496418487432874
00020120,14131418335708533246
00020121,6628325934832547741
00020122,9873764341063857822
00020200,13690574271133744891
00020201,8243950346561679673
00020202,15500571883535063939
00020210,18245349147503015935
00020211,15691956130980675423
00020212,87041495180372090
00020220,1255033751289520957
00020221,13340426786594927763
00020222,10245936070641583111
00021000,1334607364972261023
00021001,2848549315993307013
00021002,4465609824262775565
00021010,3684433952090446513
00021011,11243273849424735027
00021012,1384389587643479500
00021020,15326843794206532291
00021021,1065970529193626399
00021022,1067275361676828735
00021100,11744372711408396804
00021101,4451459985274031511
00021102,16691250798089541094
00021110,5841147749348701191
00021111,1788185976071055735
00021112,15562060487514526936
00021120,2329223100699550764
00021121,14681058538753075331
00021122,14279519934361224324
00021200,1504252440934956214
00021201,13842286979282481425
00021202,4686816437136600709
00021210,372716626501063106
00021211,5656239974306304430
00021212,9683528420520961963
00021220,386321782808038948
00021221,1702707469301174929
00021222,11649971925592707296
00022000,1863612138263789528
00022001,16070353547598830743
00022002,7201338061148573435
00022010,7106161316269792524
00022011,6280874938427058191
00022012,14519462554820502085
00022020,14186212313256448813
00022021,9961870457097159580
00022022,13801571614373569516
00022100,14723396811851799225
00022101,16750753280038160843
00022102,9384351943305314555
00022110,14952184841185924071
00022111,18093505122503921755
00022112,17740636204818110902
00022120,7717508824674251618
00022121,9524902584440268504
00022122,11889876077422667503
00022200,16268191144382863983
00022201,16063410123485869361
00022202,4196416699971916281
00022210,14070286135027638927
00022211,18184606045552384429
00022212,2087553465359641219
00022220,9313371674739506625
00022221,3215097476054260747
00022222,2658683504868554789
00100000,18131999369613211336
00100001,12789997314693739715
00100002,13005069954037543820
00100010,13349429455635240771
00100011,8109370963501447865
00100012,3378019197603380744
00100020,5794011685587481547
00100021,14666252612184183562
00100022,10440332773766674743
00100100,622428480638423194
00100101,10707916461349090739
00100102,15541519431873173356
00100110,16343589863031040117
00100111,11964429705784337588
00100112,387730808327861075
00100120,363888540640949861
00100121,1213149381625410937
00100122,2318546652969675496
00100200,17415448299333334442
00100201,15189201088609534389
00100202,14867335499387337579
00100210,12369232506921454728
00100211,2832155584595680987
00100212,8502764456347348636
00100220,11835287100939432145
00100221,6665608060927844982
00100222,4276807133469380053
00101000,971095746701668226
00101001,1989013211945219108
00101002,10474108633589673531
00101010,6732159579099788605
00101011,2928243972414717443
00101012,17559780844053058084
00101020,18006908112882728237
00101021,13110422795738224596
00101022,17591176384861189474
00101100,15916431041995279496
00101101,407841850710463508
00101102,1364984963659677205
00101110,4116074576544964775
00101111,8200539723965388771
00101112,17849310984112560023
00101120,14507220387654851023
00101121,4585203282814458618
00101122,11146618391971463658
00101200,16169578385259181006
00101201,4212833290328891764
00101202,9581615408685713274
00101210,8691864640776590287
00101211,16674660108055310570
00101212,7711415011465112409
00101220,5621122537990267593
00101221,585631899533257124
00101222,15396085468967905462
00102000,11129473077886776872
00102001,10360244084332773016
00102002,15963976697144239263
00102010,6527464142024683358
00102011,562367905107248460
00102012,14710023670702311029
00102020,10219928681826204621
00102021,284402595048436335
00102022,2312197783953882012
00102100,9691344324701913662
00102101,10467556778587378573
00102102,13716054780506963081
00102110,16419541896214178146
00102111,1021323709500404673
00102112,1783698174343501950
00102120,943018553120456376
00102121,9047253388730794366
00102122,2563874915225220771
00102200,13823685114531911940
00102201,3925665150212700963
00102202,1110457230064363575
00102210,18425546750610740864
00102211,10787325269645065881
00102212,8924180929768009166
00102220,10905650395413788981
00102221,7547985409740481899
00102222,12907867230530348909
00110000,7329024372359371387
00110001,17150389371044681058
00110002,12418793629365154156
00110010,6752037818563286850
00110011,15264345674992782896
00110012,2336449821369681121
00110020,4158236188106041488
00110021,1583593416072480512
00110022,15288369757563302579
00110100,17443683685530641992
00110101,1392458775782444748
00110102,5228832833454133282
00110110,12207785858142353376
00110111,3065538682261929740
00110112,6837955245742234958
00110120,4788102574512914700
00110121,5023994086841921483
00110122,12295042037644018213
00110200,14149241120025248756
00110201,16577036394929256350
00110202,463132237443457007
00110210,8770967343298016577
00110211,10057889508150594899
00110212,9442654384650001683
00110220,3600134059367151929
00110221,14404777920206677033
00110222,2788829499716905984
00111000,14539512377704272437
00111001,9388828227902513966
00111002,8992660563272260637
00111010,2940674379380848478
00111011,5288480992152654096
00111012,8914291892243308161
00111020,16805343539483678482
00111021,13579993641930968178
00111022,12005987754043453093
00111100,4439573578700297638
00111101,16253190119417899583
00111102,5823016759333295888
00111110,16841755988897114675
00111111,1243147505920006759
00111112,14904502077158572613
00111120,18413548268583759050
00111121,16962586986859852422
00111122,15347744006056933264
00111200,8898402760447655734
00111201,14659025239442561997
00111202,8544421495033332525
00111210,5069010077170511234
00111211,2554474602883848538
00111212,12761049135802321843
00111220,13134053265924505605
00111221,1409130615010001519
00111222,4750775763575780511
00112000,16527486141163462538
00112001,15937611975737792543
00112002,427334322470876836
00112010,11134476612735293891
00112011,11177907828027581806
00112012,4782265019562424442
00112020,12593926765886840195
00112021,417681457871114804
00112022,14834569477654412227
00112100,13290932124845671614
00112101,4474305607293941989
00112102,16867439211337283012
00112110,2251094396467831583
00112111,14102337158759421334
00112112,16380249787995200659
00112120,12260115224621132016
00112121,15304738495619356539
00112122,7255665727954383089
00112200,17600361039347482468
00112201,13744470048675841386
00112202,6994126382968693141
00112210,10246925207777317963
00112211,14377553531740239969
00112212,3384913197244619782
00112220,11666976737698504365
00112221,11125545170109487075
00112222,17329613476831011247
00120000,11106067239457373041
00120001,986249078950478496
00120002,11665325253678570505
00120010,7465812541686449883
00120011,4092042587248561266
00120012,5872770385722957801
00120020,8403755156759554962
00120021,15887931195440128613
00120022,2607449957802732806
00120100,617556284689203799
00120101,4191488400624118719
00120102,7258383111461176186
00120110,17274123118896205963
00120111,5338215584900348313
00120112,2160891336157254963
00120120,5251470868817865442
00120121,9447143514562711657
00120122,3103898079745377394
00120200,11764740839812279319
00120201,2811519093707261991
00120202,13356248119700604144
00120210,15945661972317231456
00120211,12197468542626171784
00120212,2032015790374267125
00120220,16839358709902967479
00120221,9433935164937275103
00120222,16742474608317024433
00121000,18318518160078299470
00121001,12117050576092010249
00121002,16752281748709240030
00121010,12312675850808447078
00121011,10580756642109149195
00121012,16713330473560020308
00121020,7651169190435042011
00121021,2038236535110240222
00121022,2866911410994616048
00121100,11144461232875151361
00121101,9535338870372084988
00121102,4146199754830088176
00121110,1635182099543259391
00121111,18255306829075203111
00121112,8362351390235977468
00121120,3968458324101412211
00121121,13957857662178683800
00121122,4006672597629626803
00121200,6914078407984974149
00121201,12111694175796786829
00121202,2413959476579890667
00121210,7956358511057468199
00121211,1980565730223335433
00121212,1879285384421157110
00121220,2046963829079963533
00121221,14835409120201881194
00121222,5118769808162054353
00122000,9334046367430132628
00122001,472277456746811681
00122002,877246123711837648
00122010,6453055696190233458
00122011,12507332194839951837
00122012,7953263832108504182
00122020,17116058417721015578
00122021,1915510952379143159
00122022,9092625135137799123
00122100,843560480333264168
00122101,4423854067885583951
00122102,3117895696110806912
00122110,2052198821305358261
00122111,3639308054254012131
00122112,8931771095433269476
00122120,17812691791750307409
00122121,10043038733237239028
00122122,18143261363448116616
00122200,11646166657062771358
00122201,7174591002161857064
00122202,15972801576493467087
00122210,13053333046742192931
00122211,1246157709982612337
00122212,10771593469444966639
00122220,12197149480382503167
00122221,1916976797525851367
00122222,8950481992143453134
00200000,8682100265846427555
00200001,9020797926839095185
00200002,418641860070737996
00200010,11547414147181698177
00200011,10353456512504443338
00200012,14977518026965532890
00200020,6977386334690667104
00200021,10419023040399501631
00200022,11048155558057585471
00200100,11896187728952820602
00200101,15901621344467030034
00200102,14834407859694813186
00200110,10645914692777143414
00200111,3643871031067150753
00200112,7485158497405517986
00200120,6448027219543916306
00200121,6847313982302904201
00200122,9698129778384891091
00200200,8133427053683856294
00200201,9513727738622558677
00200202,6100981869543553474
00200210,13381160775386877168
00200211,9671305308414050971
00200212,7397357378217983428
00200220,7665205897200901146
00200221,9796582107940131665
00200222,18159785159870601283
00201000,6853544825170557167
00201001,18390284173897239358
00201002,12984892328929286133
00201010,10458403971757100578
00201011,3836690206440909392
00201012,8640103232331518743
00201020,18256605953713406885
00201021,2601290236046513193
00201022,15527082374543483750
00201100,9841129311081329152
00201101,5151363170465401034
00201102,7647586511770808968
00201110,4107924086714781966
00201111,3181504427558519350
00201112,14063010766424403408
00201120,4308095991932050817
00201121,11570549674192244176
00201122,9251505040804169775
00201200,5557367002599503436
00201201,3685519014674424569
00201202,12980353850882661259
00201210,8883033619913365234
00201211,14843428530714663836
00201212,5553879776017391378
00201220,14398722058853012745
00201221,16391853793740560040
00201222,10739423207569755556
00202000,14098198222988154417
00202001,13061633862009326592
00202002,14143801888964534949
00202010,897207094963273449
00202011,14535207392377332028
00202012,14089090026568459865
00202020,16088612973927740183
00202021,10811919031226501011
00202022,15102308573466370229
00202100,14395693069014623877
00202101,4757895404053736591
00202102,1190098893787023225
00202110,5812222252265062033
00202111,8280658589495177346
00202112,8929634997675454500
00202120,1825421432439478239
00202121,588120580649519759
00202122,2829415794949701030
00202200,13687308636322668478
00202201,6450099329159134320
00202202,2333679506437261824
00202210,10430965439553867508
00202211,12231593058542721771
00202212,7126211365759727543
00202220,6714082186644209786
00202221,14121908123248148776
00202222,9883301763204638060
00210000,3329765444619501638
00210001,12772717162676030612
00210002,17406826401249470401
00210010,885897183505376128
00210011,14330943277056239331
00210012,2293381288219482458
00210020,4536606839138345459
00210021,6520237560221250927
00210022,9719986684804310532
00210100,3939627831324701878
00210101,2018470835503311726
00210102,16150177707202176709
00210110,6541084346679189144
00210111,16764868565042568179
00210112,3499377820610652590
00210120,750653042371174203
00210121,3517672291507670109
00210122,14285643283006460697
00210200,17032817109139097605
00210201,16423888637686831969
00210202,8778530552657657904
00210210,6502954988713781396
00210211,18442869441261699667
00210212,8353106083228281227
00210220,17724838807607392017
00210221,7480950990202262273
00210222,17012317278763411366
00211000,17067080567982760818
00211001,4340182609140805444
00211002,6653754805841728159
00211010,17053809625133195104
00211011,8595929353240401605
00211012,18429607817172679243
00211020,9710922712012411061
00211021,10619244463564430954
00211022,3064361087433305290
00211100,17723652545468456439
00211101,10863926151154117577
00211102,15322846155158020483
00211110,15443590282953741099
00211111,9674222106874412365
00211112,972443444225428852
00211120,10462658868017782115
00211121,16582307675442997755
00211122,934695751154099823
00211200,12071678362067701965
00211201,5101353326939620254
00211202,1290085603250815091
00211210,12855499730304840366
00211211,1332968356722645961
00211212,12788229291279733481
00211220,4248516327010173377
00211221,8300948778192274154
00211222,11467716690043795795
00212000,17519063954361903432
00212001,13533712186314732491
00212002,3186130820789995514
00212010,13244217108795551131
00212011,1773961607745916055
00212012,12709460269340821532
00212020,2825470152042526238
00212021,1040594890237148432
00212022,11417522324463217951
00212100,5500341971272313044
00212101,17731366122590606940
00212102,5812695188765129113
00212110,5618510995082949376
00212111,18142196345093061789
00212112,477477766779044243
00212120,12787612959871183163
00212121,7111478415171309002
00212122,2396779359899865539
00212200,2360279803927963670
00212201,11546163020217939831
00212202,6191803126968665004
00212210,12615359362182855439
00212211,14300832878695874117
00212212,287483833223220703
00212220,17731100915902959127
00212221,14989547040074400666
00212222,16906481735456136383
00220000,17672436324366359401
00220001,2334301204907898395
00220002,16475104684747065257
00220010,8467053239006300123
00220011,17217459374079704845
00220012,7844152658353303370
00220020,11567967436676841503
00220021,16694634694831461390
00220022,14058197609682276715
00220100,9497397458024484175
00220101,9291909514375099878
00220102,14456299387621301532
00220110,16338925972219583930
00220111,12000846889905106249
00220112,5669726416691336791
00220120,7288484711202200722
00220121,7544456238826936111
00220122,17397239385405626178
00220200,5235422087600533411
00220201,11844808697580656185
00220202,923492471843645253
00220210,13271033842897950339
00220211,164102184816086148
00220212,590349748905310472
00220220,13554522464297115841
00220221,7950943241021274051
00220222,1570825281605676109
00221000,11928642087756385634
00221001,3832321203448374325
00221002,9808805581573181614
00221010,10038241754422674423
00221011,3357029871635185137
00221012,2875675980118283020
00221020,1408211151860269578
00221021,14346860583290434122
00221022,6039518640533338073
00221100,7058837464348566925
00221101,9013426555208459405
00221102,12700152688195156609
00221110,12136758636930628381
00221111,16817866843321284587
00221112,6084699746695085379
00221120,10291078479684984887
00221121,10852168831820553802
00221122,13514673460862609646
00221200,8423899813551629413
00221201,9265358015024174728
00221202,16209005567105701738
00221210,13149879103508558715
00221211,8926300783176525019
00221212,4730284859151179331
00221220,7833445440201643163
00221221,12502426751485787112
00221222,12286464144997478988
00222000,13510349552544023079
00222001,16861578300609000671
00222002,11261332452138263179
00222010,8126478343198158089
00222011,1478953703845935290
00222012,10003462143971415582
00222020,1010963471702756521
00222021,8548195565219931575
00222022,5736225396001092614
00222100,11096776802983987205
00222101,2133822492609649667
00222102,4630406610503513504
00222110,8207768854455426035
00222111,4462336132351859528
00222112,9893342752456424144
00222120,6927814405321326281
00222121,9496187917713546382
00222122,18097664337667046762
00222200,4186897029667839020
00222201,12842586769602074086
00222202,2342786195876884846
00222210,7199088322896223646
00222211,684370168948523438
00222212,9611205109201261373
00222220,8472547708416300883
00222221,15475429992604485119
00222222,3929957054403758386
01000000,15584424224655247279
01000001,9598655869442119495
01000002,16946021994238852108
01000010,14448751835957912707
01000011,11038442541776406065
01000012,5448417002603966189
01000020,11489422010886263575
01000021,11238679029305523327
01000022,2491239387309083455
01000100,15703475730416367409
01000101,14101341603477868286
01000102,10645608908945054611
01000110,16945562982102021534
01000111,14401428900736092825
01000112,11208016938402098835
01000120,10616151989067557352
01000121,13441287370385560383
01000122,6158654003335183349
01000200,3887577869477933746
01000201,10167294325678119264
01000202,14894726895484443476
01000210,3636777747281752713
01000211,2250279622390139518
01000212,15782468525933739012
01000220,3614695414859701989
01000221,11462137059788154964
01000222,16518548924351678433
01001000,5956117222050879457
01001001,2978613533006055023
01001002,11921894409892477398
01001010,12409441304782686542
01001011,2990662285431190138
01001012,4272743533342162260
01001020,12850227932254002940
01001021,55273903857195555
01001022,868109377968216884
01001100,9557497697717316203
01001101,4156233294863222272
01001102,7122610718156225066
01001110,4988825547345188206
01001111,10539793379292689602
01001112,1416717463866681992
01001120,6091830338520522802
01001121,14159749779924882404
01001122,6240305956826114267
01001200,9470358230855751512
01001201,1299634145516209055
01001202,10784573662697604117
01001210,15003711020988254610
01001211,11058497614051214943
01001212,7468729407931302470
01001220,18046061976882583885
01001221,2644330091986252131
01001222,18208109147617900426
01002000,10106545857032355016
01002001,16950421120548495812
01002002,9208815120255010735
01002010,8280702951701031063
01002011,10558146484222382500
01002012,15910108386063791462
01002020,7406419327330628886
01002021,17289765888620717595
01002022,12459854223211203825
01002100,13493448019623031158
01002101,8797539684146058408
01002102,17500144360306563940
01002110,4773455767658655605
01002111,11304777653588355300
01002112,11167912898795382506
01002120,11840191316983805050
01002121,13533922527063516227
01002122,11590137507683987601
01002200,11491143084306157130
01002201,5311770846445361629
01002202,6680627970545645072
01002210,7149360032932363473
01002211,7223054201638947381
01002212,6292661681653690903
01002220,6441168896140792989
01002221,9062026208938561341
01002222,5374350666200082718
01010000,765443651069040523
01010001,1318242332224019768
01010002,7202163859580248613
01010010,10174580911262437456
01010011,4588229345204983186
01010012,2815883104963289101
01010020,9410828999337326747
01010021,3398326251932613238
01010022,4425545845963085701
01010100,11733009393682816576
01010101,1856076091543964930
01010102,11980227250537205386
01010110,17284820905459937019
01010111,9344847483077341357
01010112,2929587319409727926
01010120,18049941000802714258
01010121,13675420350047229820
01010122,3510795176079951109
01010200,7019631583561495770
01010201,630527071775266670
01010202,17144336893091636214
01010210,5512854317946673279
01010211,12326986017595233590
01010212,13074695471611737126
01010220,13557934023047465912
01010221,17447344489528623524
01010222,13546316376942056119
01011000,17116525886289909250
01011001,14763336485104056218
01011002,5087635448349763239
01011010,15733727214832716675
01011011,5820755333706661464
01011012,10724553361833768524
01011020,16322514985988925745
01011021,10186789328554838560
01011022,9295916924483181752
01011100,8821401369112517775
01011101,15302764095621436458
01011102,15199145599958103923
01011110,2902930182810724427
01011111,17511009771079026827
01011112,4078917506604017747
01011120,4426022938107996046
01011121,1226567691276512642
01011122,15770777288684400704
01011200,12576426803841698185
01011201,9999227864231287204
01011202,650449722668048877
01011210,1861115013467625632
01011211,5179841216094543474
01011212,17969239338831385009
01011220,302362382227540614
01011221,6126499098661931172
01011222,13006129610043953500
01012000,5950257027204718959
01012001,3449186004056705996
01012002,10802500064301653198
01012010,12965700229039370565
01012011,14975110065024878502
01012012,17601134600070508421
01012020,12296305475249373243
01012021,10800607823342437155
01012022,14661639354646962589
01012100,5860276019147119083
01012101,11161823740778046142
01012102,247725982688531997
01012110,11779706189096485696
01012111,9799014994623953473
01012112,1617192886539250702
01012120,1880749747626245747
01012121,16253538876171732478
01012122,4008871372656236601
01012200,17298054391937615130
01012201,16478374889459841663
01012202,15589909072900478620
01012210,13721806290546321008
01012211,8911322142307424354
01012212,325252600854746684
01012220,18300038385181247319
01012221,3898779454203201869
01012222,16847358163877475933
01020000,6453654485111302581
01020001,4832262471558806056
01020002,8875701514327413038
01020010,263790085323976833
01020011,5120729786239947260
01020012,16530857728374836016
01020020,1309620516955959695
01020021,15192489078159111538
01020022,13832064969180516264
01020100,11325977543881130215
01020101,4411061119757803803
01020102,13327239176948300910
01020110,13960837629106775239
01020111,4803188574231852366
01020112,869721350721459336
01020120,7697134004183637761
01020121,16029200928333996655
01020122,18378753349894696174
01020200,700543514820139102
01020201,13082812665040337232
01020202,12044754983853352596
01020210,1315027455546701279
01020211,7904526501484910222
01020212,8612471743363886610
01020220,12159195022558232197
01020221,4693561450125205248
01020222,10033316863426198802
01021000,12733260890666645878
01021001,7342302174928482220
01021002,10051107209986630940
01021010,4438823848322853450
01021011,16809032421790897379
01021012,6463093537124731282
01021020,6773858266642203303
01021021,7497739183929843651
01021022,3967878450008989172
01021100,7415854465323107162
01021101,7029317622559628625
01021102,8901876600823778040
01021110,5377589740192394851
01021111,7389636896645841583
01021112,8303457740597728212
01021120,3172134968752516911
01021121,4909699590935951127
01021122,2344315627792418260
01021200,14034366995941804638
01021201,12411050476768041167
01021202,1147811492781549511
01021210,4039579954006594955
01021211,8611369049963613631
01021212,2220477073347249099
01021220,10383434201200526428
01021221,257166211763628043
01021222,263809107812590214
01022000,4650461913470653601
01022001,14515008726101087001
01022002,12681317143094397805
01022010,14793547619324878439
01022011,13567248373644551089
01022012,15795775792583923549
01022020,9283227909786149819
01022021,16447443482809250745
01022022,6542374661967030502
01022100,9594402216689854136
01022101,15746402085405596632
01022102,1724290468645161517
01022110,11822959863423717656
01022111,13839358989798938615
01022112,1498901649069921485
01022120,11304926717014802321
01022121,18134034825841787205
01022122,12020572402203508988
01022200,13463183516920163896
01022201,15325322501409366994
01022202,13916275690235163029
01022210,648022839142448355
01022211,2597646233843881764
01022212,13126575413999547529
01022220,12572918031573040897
01022221,206836876801831510
01022222,13005555943535754482
01100000,6231720237563445396
01100001,7693331942069478683
01100002,12022378061970256462
01100010,14425971489413370870
01100011,18307508621395967845
01100012,11409190282091954453
01100020,17193321588247242908
01100021,11748214833140698453
01100022,2036112377573452092
01100100,16786440798198030161
01100101,16158587480456804921
01100102,17185495995077994015
01100110,12606540282110854260
01100111,4411924583947978153
01100112,12551212759705479548
01100120,3401712213622307694
01100121,13168379179545328820
01100122,794186344037498085
01100200,351817560828520290
01100201,14516321612069046583
01100202,13773789192350445978
01100210,2996929273843245078
01100211,17154672951316183176
01100212,11645229355987457858
01100220,17296909476004003172
01100221,6472852622136874119
01100222,3018929768978665450
01101000,15100445456166570543
01101001,18120528970961304206
01101002,4194626170801941172
01101010,11013154347367654839
01101011,6917521963972830000
01101012,15034821851400096155
01101020,6934267164693381165
01101021,7878684292887523999
01101022,9055304057890195867
01101100,6845545478580754757
01101101,18135499637727211843
01101102,7946543415867859984
01101110,4869054293585642026
01101111,9422032320842905906
01101112,13922128042465664064
01101120,4359367562531514930
01101121,13690979126070584282
01101122,17774850372173691139
01101200,16180377737420142950
01101201,12972292291860716768
01101202,11121577991156853486
01101210,945501596227558078
01101211,13800698929682928705
01101212,3528172558507533206
01101220,15939257317135633686
01101221,8710705187913627000
01101222,4432518239826557487
01102000,4632490527391803852
01102001,6649559570329135049
01102002,1630574702248295597
01102010,3134563589079916462
01102011,16282067870992856472
01102012,15895628993843257360
01102020,14082293066083780430
01102021,15311174075597594624
01102022,8536038527088736118
01102100,13618887176459982219
01102101,16993021751290009870
01102102,18361547757956042707
01102110,12656731608377762194
01102111,1470830180820088727
01102112,1519733062204819968
01102120,4212942163443906433
01102121,5571268289404882482
01102122,14704287624250131569
01102200,17124032283625399581
01102201,15391365251418148411
01102202,3805292624368705757
01102210,6107440921636777261
01102211,15154506961190629778
01102212,10585592943198529029
01102220,14524836092953709637
01102221,8867913633920357563
01102222,2738060236334480689
01110000,12915072668658844600
01110001,6048654992204680221
01110002,2095132115555124989
01110010,12556093301749322419
01110011,8336333591018077829
01110012,7531149411202506765
01110020,9224791808300822121
01110021,17064333924842981759
01110022,12095393166900398186
01110100,5800421153432678479
01110101,968137566471183200
01110102,16314929056378514809
01110110,8935828397422390407
01110111,17577295583615016633
01110112,10662775224299773713
01110120,14180029964893135660
01110121,12672071734875639302
01110122,11956458492058263969
01110200,14454293455033876808
01110201,7898262248547187330
01110202,7717980586125870087
01110210,8163956519915581401
01110211,8338341820484757608
01110212,9496788865232521309
01110220,13347446136592518398
01110221,13332968473413122051
01110222,7276103317666884200
01111000,3736474380272404530
01111001,13921847444232632073
01111002,2958269885200502274
01111010,9493708990773030267
01111011,12428751448778120403
01111012,2447010503234308256
01111020,16512649359089695986
01111021,5510559138214833723
01111022,9912608775972303776
01111100,3546330879477245463
01111101,4906818132201864340
01111102,10907858479937447337
01111110,3545596503722282328
01111111,4578071777167206976
01111112,16525695261699476638
01111120,10183758979481189453
01111121,683690917550419472
01111122,8557072779138165496
01111200,15633220407607304797
01111201,14344096598825186379
01111202,7280270263908129891
01111210,5296394009544971709
01111211,2038902282024866398
01111212,6996535210389881214
01111220,8434590739917009592
01111221,18154994405464769410
01111222,15376654190799019770
01112000,10494631131226468640
01112001,3558975103470549009
01112002,12316519431246947976
01112010,16275995434780298850
01112011,218045770451812604
01112012,1099958306785704380
01112020,8915700525361890973
01112021,8060555992115520361
01112022,17138113603457357223
01112100,13511984258058619116
01112101,4591230107393093822
01112102,17745247731316113751
01112110,17056042484089266172
01112111,12414820358709759227
01112112,12755167496135280897
01112120,7498767347230645794
01112121,17363577534585245298
01112122,7652369804993488969
01112200,13799298145176079525
01112201,11230585179685079345
01112202,3812966663527702067
01112210,5236632697333240517
01112211,15983673496304652741
01112212,14414259124161178008
01112220,4775747050298834677
01112221,1759235646034188820
01112222,10085370730757104417
01120000,17669861147172553794
01120001,2743145178045051780
01120002,4674083393914485820
01120010,608382610214636427
01120011,2116007451339201675
01120012,8062414993439328123
01120020,15152301051956987181
01120021,2712466632698079694
01120022,8141053379872473535
01120100,403918925000243378
01120101,12283503499113303392
01120102,8491315833461712530
01120110,17863434809836756954
01120111,17437121666730409101
01120112,17624593042724315366
01120120,9450262329056884674
01120121,8041641382081969051
01120122,5677206326569128317
01120200,1418395202423583400
01120201,17432675244510971345
01120202,8775146423728288674
01120210,546099304626956663
01120211,7660515068192514730
01120212,843124662883306743
01120220,9640795218588548598
01120221,17534651602916540894
01120222,12583836222483045480
01121000,11863639575811172220
01121001,5296447353417314172
01121002,12173106716871542885
01121010,3920184559152021013
01121011,16849418635985456318
01121012,10556980512073975748
01121020,13442282400055179656
01121021,12039132321560191936
01121022,7750574183162698024
01121100,14471492622083956313
