b,block,input,output
0,4,157,251
0,4,158,227
0,4,159,115
0,4,160,181
0,4,161,57
0,4,162,196
0,4,163,96
0,4,164,206
0,4,165,61
0,4,166,169
0,4,167,239
0,4,168,138
0,4,169,73
0,4,170,229
0,4,171,120
0,4,172,232
0,4,173,79
0,4,174,134
0,4,175,182
0,4,176,22
0,4,177,200
0,4,178,142
0,4,179,121
0,4,180,21
0,4,181,56
0,4,182,42
0,4,183,64
0,4,184,133
0,4,185,134
0,4,186,10
0,4,187,205
0,4,188,45
0,4,189,40
0,4,190,247
0,4,191,238
0,4,192,10
0,4,193,214
0,4,194,241
0,4,195,240
0,4,196,73
0,4,197,39
0,4,198,123
0,4,199,80
0,4,200,42
0,4,201,197
0,4,202,81
0,4,203,218
0,4,204,52
0,4,205,201
0,4,206,18
0,4,207,79
0,4,208,114
0,4,209,236
0,4,210,154
0,4,211,236
0,4,212,53
0,4,213,220
0,4,214,217
0,4,215,41
0,4,216,114
0,4,217,18
0,4,218,64
0,4,219,195
0,4,220,183
0,4,221,150
0,4,222,76
0,4,223,192
0,4,224,247
0,4,225,134
0,4,226,27
0,4,227,248
0,4,228,178
0,4,229,16
0,4,230,63
0,4,231,122
0,4,232,187
0,4,233,119
0,4,234,26
0,4,235,112
0,4,236,55
0,4,237,243
0,4,238,5
0,4,239,203
0,4,240,66
0,4,241,239
0,4,242,142
0,4,243,46
0,4,244,145
0,4,245,217
0,4,246,148
0,4,247,54
0,4,248,43
0,4,249,92
0,4,250,25
0,4,251,55
0,4,252,247
0,4,253,218
0,4,254,73
0,4,255,229
0,5,0,148
0,5,1,62
0,5,2,48
0,5,3,84
0,5,4,167
0,5,5,200
0,5,6,15
0,5,7,82
0,5,8,50
0,5,9,214
0,5,10,212
0,5,11,198
0,5,12,173
0,5,13,89
0,5,14,72
0,5,15,25
0,5,16,52
0,5,17,174
0,5,18,106
0,5,19,250
0,5,20,138
0,5,21,1
0,5,22,154
0,5,23,228
0,5,24,27
0,5,25,136
0,5,26,223
0,5,27,45
0,5,28,105
0,5,29,161
0,5,30,76
0,5,31,67
0,5,32,216
0,5,33,30
0,5,34,86
0,5,35,180
0,5,36,220
0,5,37,184
0,5,38,178
0,5,39,147
0,5,40,3
0,5,41,245
0,5,42,117
0,5,43,124
0,5,44,227
0,5,45,133
0,5,46,48
0,5,47,96
0,5,48,25
0,5,49,108
0,5,50,31
0,5,51,136
0,5,52,142
0,5,53,119
0,5,54,197
0,5,55,46
0,5,56,158
0,5,57,10
0,5,58,246
0,5,59,215
0,5,60,73
0,5,61,211
0,5,62,76
0,5,63,120
0,5,64,150
0,5,65,135
0,5,66,32
0,5,67,201
0,5,68,159
0,5,69,185
0,5,70,110
0,5,71,119
0,5,72,237
0,5,73,247
0,5,74,238
0,5,75,102
0,5,76,143
0,5,77,175
0,5,78,149
0,5,79,125
0,5,80,96
0,5,81,148
0,5,82,124
0,5,83,7
0,5,84,8
0,5,85,117
0,5,86,5
0,5,87,252
0,5,88,23
0,5,89,146
0,5,90,32
0,5,91,184
0,5,92,88
0,5,93,31
0,5,94,203
0,5,95,85
0,5,96,85
0,5,97,138
0,5,98,16
0,5,99,84
0,5,100,227
0,5,101,136
0,5,102,67
0,5,103,251
0,5,104,118
0,5,105,136
0,5,106,192
0,5,107,103
0,5,108,211
0,5,109,118
0,5,110,43
0,5,111,228
0,5,112,206
0,5,113,178
0,5,114,111
0,5,115,65
0,5,116,5
0,5,117,74
0,5,118,75
0,5,119,224
0,5,120,84
0,5,121,57
0,5,122,14
0,5,123,169
0,5,124,239
0,5,125,100
0,5,126,161
0,5,127,247
0,5,128,105
0,5,129,104
0,5,130,212
0,5,131,199
0,5,132,129
0,5,133,196
0,5,134,72
0,5,135,248
0,5,136,150
0,5,137,87
0,5,138,165
0,5,139,66
0,5,140,216
0,5,141,210
0,5,142,80
0,5,143,118
0,5,144,216
0,5,145,126
0,5,146,227
0,5,147,39
0,5,148,191
0,5,149,151
0,5,150,221
0,5,151,72
0,5,152,39
0,5,153,128
0,5,154,47
0,5,155,186
0,5,156,31
0,5,157,226
0,5,158,142
0,5,159,201
0,5,160,144
0,5,161,89
0,5,162,152
0,5,163,197
0,5,164,191
0,5,165,204
0,5,166,45
0,5,167,188
0,5,168,167
0,5,169,72
0,5,170,182
0,5,171,153
0,5,172,167
0,5,173,84
0,5,174,110
0,5,175,58
0,5,176,94
0,5,177,106
0,5,178,197
0,5,179,185
0,5,180,183
0,5,181,209
0,5,182,53
0,5,183,223
0,5,184,151
0,5,185,207
0,5,186,52
0,5,187,37
0,5,188,55
0,5,189,183
0,5,190,17
0,5,191,72
0,5,192,161
0,5,193,81
0,5,194,10
0,5,195,190
0,5,196,97
0,5,197,209
0,5,198,161
0,5,199,195
0,5,200,181
0,5,201,8
0,5,202,122
0,5,203,175
0,5,204,66
0,5,205,49
0,5,206,180
0,5,207,203
0,5,208,180
0,5,209,191
0,5,210,212
0,5,211,20
0,5,212,168
0,5,213,17
0,5,214,66
0,5,215,54
0,5,216,232
0,5,217,205
0,5,218,176
0,5,219,10
0,5,220,16
0,5,221,110
0,5,222,3
0,5,223,156
0,5,224,226
0,5,225,82
0,5,226,169
0,5,227,144
0,5,228,228
0,5,229,251
0,5,230,135
0,5,231,176
0,5,232,196
0,5,233,189
0,5,234,202
0,5,235,44
0,5,236,175
0,5,237,95
0,5,238,1
0,5,239,18
0,5,240,26
0,5,241,248
0,5,242,146
0,5,243,45
0,5,244,65
0,5,245,224
0,5,246,93
0,5,247,98
0,5,248,16
0,5,249,42
0,5,250,144
0,5,251,191
0,5,252,199
0,5,253,202
0,5,254,16
0,5,255,55
0,6,0,189
0,6,1,15
0,6,2,126
0,6,3,248
0,6,4,255
0,6,5,165
0,6,6,27
0,6,7,32
0,6,8,71
0,6,9,69
0,6,10,247
0,6,11,159
0,6,12,32
0,6,13,72
0,6,14,167
0,6,15,85
0,6,16,124
0,6,17,33
0,6,18,38
0,6,19,98
0,6,20,38
0,6,21,26
0,6,22,213
0,6,23,92
0,6,24,196
0,6,25,26
0,6,26,126
0,6,27,139
0,6,28,177
0,6,29,19
0,6,30,117
0,6,31,254
0,6,32,176
0,6,33,83
0,6,34,76
0,6,35,2
0,6,36,121
0,6,37,8
0,6,38,209
0,6,39,40
0,6,40,131
0,6,41,137
0,6,42,75
0,6,43,150
0,6,44,120
0,6,45,248
0,6,46,187
0,6,47,95
0,6,48,255
0,6,49,48
0,6,50,52
0,6,51,189
0,6,52,161
0,6,53,113
0,6,54,144
0,6,55,82
0,6,56,147
0,6,57,125
0,6,58,2
0,6,59,243
0,6,60,87
0,6,61,240
0,6,62,42
0,6,63,57
0,6,64,56
0,6,65,113
0,6,66,55
0,6,67,113
0,6,68,127
0,6,69,84
0,6,70,133
0,6,71,187
0,6,72,108
0,6,73,46
0,6,74,83
0,6,75,133
0,6,76,106
0,6,77,19
0,6,78,230
0,6,79,158
0,6,80,233
0,6,81,83
0,6,82,5
0,6,83,210
0,6,84,155
0,6,85,181
0,6,86,138
0,6,87,119
0,6,88,145
0,6,89,134
0,6,90,127
0,6,91,250
0,6,92,147
0,6,93,105
0,6,94,137
0,6,95,179
0,6,96,60
0,6,97,141
0,6,98,10
0,6,99,38
0,6,100,19
0,6,101,55
0,6,102,215
0,6,103,131
0,6,104,31
0,6,105,246
0,6,106,156
0,6,107,209
0,6,108,28
0,6,109,29
0,6,110,15
0,6,111,7
0,6,112,87
0,6,113,89
0,6,114,241
0,6,115,194
0,6,116,75
0,6,117,42
0,6,118,4
0,6,119,150
0,6,120,34
0,6,121,75
0,6,122,240
0,6,123,143
0,6,124,52
0,6,125,239
0,6,126,12
0,6,127,158
0,6,128,85
0,6,129,238
0,6,130,151
0,6,131,179
0,6,132,146
0,6,133,148
0,6,134,8
0,6,135,51
0,6,136,89
0,6,137,166
0,6,138,125
0,6,139,164
0,6,140,97
0,6,141,176
0,6,142,27
0,6,143,198
0,6,144,240
0,6,145,95
0,6,146,33
0,6,147,107
0,6,148,139
0,6,149,105
0,6,150,78
0,6,151,83
0,6,152,178
0,6,153,157
0,6,154,30
0,6,155,255
0,6,156,144
0,6,157,60
0,6,158,37
0,6,159,12
0,6,160,20
0,6,161,83
0,6,162,30
0,6,163,10
0,6,164,236
0,6,165,108
0,6,166,178
0,6,167,193
0,6,168,217
0,6,169,170
0,6,170,244
0,6,171,168
0,6,172,154
0,6,173,253
0,6,174,26
0,6,175,234
0,6,176,255
0,6,177,247
0,6,178,109
0,6,179,60
0,6,180,141
0,6,181,165
0,6,182,180
0,6,183,240
0,6,184,196
0,6,185,39
0,6,186,216
0,6,187,17
0,6,188,32
0,6,189,157
0,6,190,139
0,6,191,41
0,6,192,91
0,6,193,196
0,6,194,64
0,6,195,212
0,6,196,209
0,6,197,253
0,6,198,39
0,6,199,70
0,6,200,97
0,6,201,185
0,6,202,51
0,6,203,50
0,6,204,53
0,6,205,11
0,6,206,104
0,6,207,177
0,6,208,174
0,6,209,84
0,6,210,118
0,6,211,243
0,6,212,55
0,6,213,211
0,6,214,232
0,6,215,244
0,6,216,191
0,6,217,7
0,6,218,254
0,6,219,117
0,6,220,80
0,6,221,239
0,6,222,84
0,6,223,131
0,6,224,126
0,6,225,64
0,6,226,13
0,6,227,115
0,6,228,65
0,6,229,105
0,6,230,243
0,6,231,149
0,6,232,188
0,6,233,206
0,6,234,109
0,6,235,242
0,6,236,130
0,6,237,200
0,6,238,177
0,6,239,171
0,6,240,137
0,6,241,183
0,6,242,87
0,6,243,168
0,6,244,98
0,6,245,100
0,6,246,126
0,6,247,255
0,6,248,147
0,6,249,210
0,6,250,31
0,6,251,36
0,6,252,45
0,6,253,203
0,6,254,142
0,6,255,231
0,7,0,199
0,7,1,120
0,7,2,239
0,7,3,3
0,7,4,72
0,7,5,181
0,7,6,76
0,7,7,103
0,7,8,197
0,7,9,87
0,7,10,37
0,7,11,210
0,7,12,0
0,7,13,156
0,7,14,143
0,7,15,248
0,7,16,181
0,7,17,132
0,7,18,93
0,7,19,210
0,7,20,130
0,7,21,159
0,7,22,254
0,7,23,53
0,7,24,56
0,7,25,218
0,7,26,130
0,7,27,224
0,7,28,16
0,7,29,31
0,7,30,101
0,7,31,63
0,7,32,105
0,7,33,99
0,7,34,114
0,7,35,209
0,7,36,112
0,7,37,149
0,7,38,59
0,7,39,193
0,7,40,123
0,7,41,179
0,7,42,76
0,7,43,51
0,7,44,212
0,7,45,50
0,7,46,6
0,7,47,230
0,7,48,210
0,7,49,76
0,7,50,148
0,7,51,103
0,7,52,196
0,7,53,227
0,7,54,136
0,7,55,244
0,7,56,221
0,7,57,31
0,7,58,123
0,7,59,43
0,7,60,9
0,7,61,255
0,7,62,156
0,7,63,1
0,7,64,62
0,7,65,47
0,7,66,226
0,7,67,108
0,7,68,253
0,7,69,182
0,7,70,158
0,7,71,71
0,7,72,58
0,7,73,158
0,7,74,33
0,7,75,112
0,7,76,236
0,7,77,250
0,7,78,193
0,7,79,236
0,7,80,110
0,7,81,247
0,7,82,173
0,7,83,172
0,7,84,207
0,7,85,161
0,7,86,144
0,7,87,38
0,7,88,9
0,7,89,208
0,7,90,163
0,7,91,52
0,7,92,141
0,7,93,213
0,7,94,112
0,7,95,184
0,7,96,212
0,7,97,94
0,7,98,110
0,7,99,29
0,7,100,245
0,7,101,125
0,7,102,146
0,7,103,97
0,7,104,127
0,7,105,163
0,7,106,207
0,7,107,122
0,7,108,17
0,7,109,175
0,7,110,30
0,7,111,9
0,7,112,149
0,7,113,6
0,7,114,5
0,7,115,243
0,7,116,129
0,7,117,172
0,7,118,153
0,7,119,171
0,7,120,169
0,7,121,101
0,7,122,225
0,7,123,111
0,7,124,77
0,7,125,55
0,7,126,236
0,7,127,112
0,7,128,132
0,7,129,203
0,7,130,194
0,7,131,182
0,7,132,104
0,7,133,239
0,7,134,49
0,7,135,104
0,7,136,84
0,7,137,188
0,7,138,18
0,7,139,133
0,7,140,125
0,7,141,180
0,7,142,47
0,7,143,151
0,7,144,127
0,7,145,160
0,7,146,149
0,7,147,38
0,7,148,74
0,7,149,231
0,7,150,183
0,7,151,84
0,7,152,149
0,7,153,106
0,7,154,160
0,7,155,74
0,7,156,103
0,7,157,145
0,7,158,115
0,7,159,250
0,7,160,168
0,7,161,160
0,7,162,64
0,7,163,147
0,7,164,67
0,7,165,225
0,7,166,183
0,7,167,134
0,7,168,216
0,7,169,133
0,7,170,176
0,7,171,215
0,7,172,97
0,7,173,181
0,7,174,227
0,7,175,77
0,7,176,35
0,7,177,138
0,7,178,210
0,7,179,8
0,7,180,117
0,7,181,50
0,7,182,13
0,7,183,3
0,7,184,8
0,7,185,144
0,7,186,30
0,7,187,135
0,7,188,212
0,7,189,247
0,7,190,47
0,7,191,50
0,7,192,154
0,7,193,87
0,7,194,128
0,7,195,216
0,7,196,189
0,7,197,102
0,7,198,219
0,7,199,127
0,7,200,206
0,7,201,223
0,7,202,43
0,7,203,91
0,7,204,12
0,7,205,151
0,7,206,213
0,7,207,68
0,7,208,20
0,7,209,119
0,7,210,130
0,7,211,115
